순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
166,9788960177819,11865724,나일 강의 죽음,"10,800원",600원,애거서 크리스티 저/김남주 역,황금가지,"전 세계 미스터리의 역사를 재창조한 추리 소설의 여왕,
애거서 크리스티를 대표하는 작품만을 모은 에디터스 초이스

“모든 걸 가졌어, 저 여잔 말이야. 공평하지 않은 것 같아…….” 눈부신 미모에 막대한 재산, 젊고 아름다운 상속녀 리넷 리지웨이는 모든 걸 다 가진 여자였다…… 그리고 그녀는 자신의 가난한 친구 자클린이 가진 유일한 것, 바로 자클린이 사랑하는 사이먼 도일을 기어이 빼앗고 만다! 도일 부부가 되어 이집트로 신혼여행을 떠나는 두 사람의 뒤를 그림자처럼 따르는 자클린. 그리고 그 증오가 점화가 되어, 어느 밤, 나일 강 위를 따라가는 고급 유람선 위에는 한 방의 총성이 울려 퍼진다. 다음 날 아침, 리넷은 자신의 선실에서 차가운 시체로 발견되는데……. 섬세하게 짜인 플롯, 개성적인 인물, 낭만적이면서도 야만스러운 배경의 삼박자가 모두 맞아떨어지는 작품으로 영화와 드라마로 여러 번 리메이크되었다.",1,국내도서-소설/시/희곡
167,9791171258284,147097799,신주로,"15,750원",870원,요코미조 세이시 저/정명원 역,시공사,"“신주로는 어디에 있을까.
칠흑 같은 밤보다 까만 수수께끼의 날개에 올라타 
더없이 무서운 피의 전율을 그린 기괴한 살인 미소년. 
대체 그 녀석은 어디로 사라져버린 것일까.”

‘긴다이치 고스케’ 이전에 ‘유리 린타로’가 있었다!
요코미조 세이시가 탄생시킨 또 하나의 명탐정,
그의 활약상을 그린 첫 번째 장편 《신주로》 국내 초역

에도가와 란포와 함께 전후 일본 추리소설의 토대를 쌓은 거장 ‘요코미조 세이시’. 1921년 단편 [무서운 만우절]로 데뷔해 1981년 세상을 떠나기까지 무려 60여 년간 현역 작가로서 정력적으로 작품 활동을 펼친 그는 추리소설사에 길이 남을 걸작들을 무수하게 써냈다. 그중에서도 간판이라 할 수 있는 것이, 오늘날 일본의 국민 탐정이자 명탐정의 대명사로 불리는 ‘긴다이치 고스케’ 시리즈.",1,국내도서-소설/시/희곡
168,9791160073133,66318357,동트기 힘든 긴 밤,"13,320원",740원,쯔진천 저/최정숙 역,한스미디어,"공공장소에 시체를 유기하려던 용의자가 수백 명의 목격자 앞에서 체포되었다. 증인과 증거, 진술을 확보한 검찰이 용의자를 정식 기소하지만, 그는 재판정에서 갑자기 진술을 번복하며 사건을 새로운 국면으로 이끈다. 재수사 과정에서 전직 검찰관인 피해자가 십여 년 전 일어난 살인사건의 진실을 끈질기게 조사해 왔다는 사실이 밝혀지는데……. 진실을 밝히기 위해 젊음, 일, 명예, 미래, 가정뿐만 아니라 자신의 생명까지 바친 한 남자의 삶이 조금씩 베일을 벗는다!",2,국내도서-소설/시/희곡
169,9791190157452,105910692,조각상 살인사건,"13,950원",770원,다니엘 콜 저/김효정 역,북플라자,"두 팔을 잘라 비너스 조각상처럼 만든 시신이 발견됐다!
아름다운 조각상들을 닮은 섬뜩한 모습의 시체들!!

1989년 2월, 런던의 한 공원에서 로댕의 '생각하는 사람' 조각상과 똑같은 자세로 시퍼렇게 얼어붙은 한 남자의 시체가 발견된다. 곧이어 '피에타'를 닮은 모자(母子)의 시체가 발견되면서 조각상을 따라하며 살인을 연출하는 섬뜩한 연쇄 살인이 서막을 알린다. 『봉제인형 살인사건』에 등장했던 벤자민 챔버스 형사는 용의자의 뒤를 쫓지만 결국 그를 놓치고, 지울 수 없는 상처만을 남긴 채 사건은 미궁 속으로 빠진다. 아름다운 조각상들을 구현하기 위해 시체들을 예술적 도구로 활용하는 범인을 잡기 위한 세 형사의 질주가 시작되는데….",1,국내도서-소설/시/희곡
170,9788983923059,3219673,천사와 악마 2,"8,820원",490원,댄 브라운 저/홍성영 역,문학수첩,"흥미진진한 추리와 교묘한 지적 게임의 결합체 『천사와 악마』 

첨단과학과 바티칸 교황청의 충돌, 비밀결사 조직 일루미나티의 부활 등 흥미로운 소재를 정교하게 결합한, 댄 브라운이 퍼즐의 대가임을 입증하는 소설이다. 긴박감 넘치는 스토리 전개에 독자의 두뇌를 자극하는 지적 추리를 결합하여 결말이 드러날 때까지 결코 책에서 눈을 떼지 못하게 만드는 반전과 충격의 연속이다. 철저한 자료 조사와 심장을 고동치게 하는 서사가 돋보이는 대작 스릴러로, 마치 블록버스터 영화를 보는 것처럼 머릿속에 생생하게 그려...",2,국내도서-소설/시/희곡
171,9791194654858,147048563,퇴마록 말세편 2,"19,800원","1,100원",이우혁 저,반타,"한국에서 가장 많이 팔린 장르소설 ‘퇴마록’ 시리즈
최후의 심판을 막기 위한 마지막 혈전!
《퇴마록_말세편》 전 5권

누적 판매량 1,000만 부를 돌파, 역대 한국 장르소설 베스트셀러 1위, 온오프라인 서점 스테디셀러 등 누구도 뛰어넘을 수 없는 압도적인 기록을 보유한 한국 오컬트 판타지의 시초 《퇴마록》. 

2025년 4월 《퇴마록 국내편》(전 2권)이 출간된 데 이어 《퇴마록 말세편》(전 5권)도 5월 오팬하우스에서 새롭게 출간된다. 

말세편은 ‘퇴마록’ 시리즈의 마지막 본편으로, 세상의 종말을 원하는 악의 집단과 이를 막으려는 선한 집단의 대혈전을 담고 있다. 전 세계의 내로라하는 영능력자들이 한자리에 총출동하는 만큼 어느 편에서도 볼 수 없었던 역대급 격투 장면이 펼쳐지는데, 이는 30여 년 넘게 이어져 온 대장정의 서사에 걸맞은 장대한 마무리라 할 수 있다.",1,국내도서-소설/시/희곡
172,9791190157346,102716751,루팡의 딸 2,"13,500원",750원,요코제키 다이 저/권하영 역,북플라자,"루팡의 딸이 결혼하고 돌아왔다!

도둑 집안의 딸 하나코와 경찰 집안의 아들 카즈마는 사랑스러운 딸 안을 낳고 평범한 듯 아슬아슬한 결혼생활을 이어나간다. 카즈마가 일하는 경찰청 수사1과에는 아름다운 외모와 명석한 두뇌를 갖춘 호죠 미쿠모가 새로 부임한다. 유서 깊은 탐정 집안의 외동딸이자 일명 ‘홈즈의 딸’인 미쿠모와 수사 파트너가 된 카즈마. 그들이 밤낮없이 수사에 몰두하던 어느 날, 하나코와 안은 수상한 자에게 납치를 당하는데…. 사랑과 복수가 얽힌 이야기의 서막. 과연 그 끝은 어디로 향할 것인가.",1,국내도서-소설/시/희곡
173,9788989722809,1819789,이유,"14,400원",800원,미야베 미유키 저/이규원 역,청어람미디어,"일본 사회의 빛과 어둠을 선명하게 드러낸, 미야베 미유키의 대표작. 일본 유력 문예지에서 실시한 독자 설문조사에서 '역대 나오키 상 수상작 중 최고의 작품'에 선정되는 영예를 안기도 하였다. 이 책은 버블경제와 함께 착공되고 그 붕괴와 함께 입주가 시작된 '반다루 센주기타 뉴시티'에서 일어난 ‘4인 가족 살해사건’을 배경으로 일본 현대 사회의 위태로운 현실을 예리하게 파헤치고 있다. 

하나의 살인사건 이면에는 그 나름의 수많은 '이유'들이 존재한다. 사건이 일어난 웨스트타워는 경제대국 일본을 상징하듯 세련된 고?..",1,국내도서-소설/시/희곡
174,9791194654865,147048443,퇴마록 말세편 1,"19,800원","1,100원",이우혁 저,반타,"한국에서 가장 많이 팔린 장르소설 ‘퇴마록’ 시리즈
최후의 심판을 막기 위한 마지막 혈전!
《퇴마록_말세편》 전 5권

누적 판매량 1,000만 부를 돌파, 역대 한국 장르소설 베스트셀러 1위, 온오프라인 서점 스테디셀러 등 누구도 뛰어넘을 수 없는 압도적인 기록을 보유한 한국 오컬트 판타지의 시초 《퇴마록》. 

2025년 4월 《퇴마록 국내편》(전 2권)이 출간된 데 이어 《퇴마록 말세편》(전 5권)도 5월 오팬하우스에서 새롭게 출간된다. 

말세편은 ‘퇴마록’ 시리즈의 마지막 본편으로, 세상의 종말을 원하는 악의 집단과 이를 막으려는 선한 집단의 대혈전을 담고 있다. 전 세계의 내로라하는 영능력자들이 한자리에 총출동하는 만큼 어느 편에서도 볼 수 없었던 역대급 격투 장면이 펼쳐지는데, 이는 30여 년 넘게 이어져 온 대장정의 서사에 걸맞은 장대한 마무리라 할 수 있다.",1,국내도서-소설/시/희곡
175,9788954658164,129395516,2인조,"15,120원",840원,정해연 저,엘릭시르,"『홍학의 자리』 정해연 작가의 신작 범죄 스릴러
끊임없이 폭발하는 반전의 연쇄를 즐겨라!


의정부교도소에서 같은 감방에 배정된 것을 계기로 서로와 친해진 범죄자, 김형래와 나형조. 각각 대사기꾼과 대도로 자기를 소개한 두 사람은 금세 서로를 ‘김형’ ‘나형’으로 부를 정도로 허물없이 가까운 사이가 되었다. 급기야는 상대방과 굳은 약속까지 했는데, 바로 출소하면 함께 큰돈 한번 만져보자는 것!

가석방으로 두 달 먼저 출소한 나형조는 김형래와의 ‘대업’을 이루기 위한 준비를 차근차근 진행한다. 시간이 흘러 드디어 재회한 두 사람은 완전한 ‘2인조’가 되어, 꿈에 그리던 범죄 활동을 본격적으로 시작하려 하는데……

경악의 반전 스릴러 『홍학의 자리』, 보기 드문 특수 설정 스릴러 『못 먹는 남자』, 드라마화된 『유괴의 날』을 포함한 ‘날 시리즈’ 등으로 출간하는 작품마다 독자와 평단의 주목을 받는 정해연 작가의 새로운 페이지터너.",1,국내도서-소설/시/희곡
176,9788925588957,98797889,범인 없는 살인의 밤,"16,200원",900원,히가시노 게이고 저/윤성원 역,알에이치코리아(RHK),"살인으로 꼬인 실타래를 풀 수 있을까,
히가시노 게이고의 작가적 상상력이 집약된 소설집! 
청춘 미스터리에서 절절한 복수극까지
미스터리 거장의 색다른 심리 드라마

미스터리 거장은 단편마저 읽는 맛이 특별하다. 한국인이 사랑하는 소설가 목록에 매년 빠지지 않고 등장하는 히가시노 게이고, 그의 30년 전 작품을 새로 단장해 출간한다. 바로 『범인 없는 살인의 밤』이다. 이 책은 단편집이 전할 수 있는 모든 미덕을 갖췄다. 짤막한 작품 하나하나에 담긴 오락성, 긴박함, 슬픔, 처절함이 독자의 마음을 사로잡으며 모두를 순식간에 뒤통수 얼얼한 반전으로 이끈다. 히가시노 게이고의 오랜 팬들에게는 그의 명작을 새로 읽는 기회가 될 것이다. 이 책은 또한 속도감 있는 전개와 짤막한 글을 선호하는 최근의 독서 취향에도 꼭 맞는다.",1,국내도서-소설/시/희곡
177,9788972750000,76148974,가가 형사 시리즈 개정판 세트,"105,840원","5,880원",히가시노 게이고 저/양윤옥 역,현대문학,"히가시노 게이고의 대표작 [가가 형사 시리즈]가 한국 출간 10여 년 만에 완전히 새로운 모습으로 독자들을 만난다.

냉철한 머리, 뜨거운 심장, 빈틈없이 날카로운 눈매로 범인을 쫓지만, 어떤 상황에서도 인간에 대한 따뜻한 배려를 잃지 않는 불세출의 형사 가가 교이치로. ‘가가 형사’는 시리즈 캐릭터 사용을 최대한 자제하는 히가시노가 이례적으로 30년 가까이 애정을 쏟으면서 성장시킨 인물로, 작가 자신이 가장 사랑하는 캐릭터이자 그의 페르소나라고 불린다.

1986년, 20대 후반의 풋풋한 신인 작가 히가시노가 자신의 두 번째 책인 『졸업』에서 처음 등장시켰던 대학생 ‘가가 교이치로’는, 이후 『잠자는 숲』(1989)에서 형사로 변신해 10권의 작품에서 활약한다.",1,국내도서-소설/시/희곡
178,9788934995289,75746129,옛날에 내가 죽은 집,"12,150원",670원,히가시노 게이고 저/최고은 역,비채,"1985년 데뷔 이래, 끊임없는 소재 발굴, 엄청난 집필 속도를 무기로 누구보다 성실하게 누구보다 천재적으로 소설의 매력을 설파해온 작가 히가시노 게이고. 『옛날에 내가 죽은 집』은 그의 1994년 작품으로, 7년 전 헤어진 여자친구의 잃어버린 기억을 되찾기 위해 수수께끼 집을 방문, 사건을 추리해나가는 이야기를 담고 있다. 주인공은 단 두 명, 무대는 한적한 숲 속의 회색 집, 시간은 만 하루로 한정되어 히가시노 게이고 소설 가운데 가장 연극적인 구성이 돋보이는 본격 미스터리 문학으로 손꼽힌다. “사소한 소품 하나도 그냥 놓인 것이 없다. 작품 전체가 복선의 연속인 엄청난 소설.",1,국내도서-소설/시/희곡
179,9791190582483,103390694,버터,"16,020원",890원,유즈키 아사코 저/권남희 역,이봄,"“일본을 뒤흔든 꽃뱀 살인사건 모티브의 실화소설” 
감각적이고 칼로리 높은 미스터리물!

2009년 도쿄 인근의 한 수도권 지역에서 발생한 연속 의문사 사건으로 일본이 발칵 뒤집힌다. 이른바 ‘꽃뱀 살인사건’이라고 불리는 이 사건의 용의자는 기지마 가나에라는 30대 여성으로 주거불명에 무직이었다. 그녀는 결혼을 미끼로 만난 남자들에게 10억 원이 넘는 돈을 갈취하고 그 중 3명은 자살로 위장하여 교묘하게 살해한 혐의로 체포되었다. 사람들이 경악한 것은 연쇄살인이라는 흉악범죄가 아니라 언론을 통해 공개된 100킬로그램이 넘는 용의자의 사진이었다. 일반적으로 생각하는 ‘꽃뱀’의 이미지가 아니었던 것이다. 피해 남성들은 이 여자가 사기를 칠 것이라는 의심은 조금도 하지 않았다고 한다. 이 사건의 범인으로 지목된 기지마 가나에는 2017년 사형선고를 받고 현재 도쿄 구치소에 수감중이다. 옥중 생활 중에도 블로그를 운영하고 결혼을 하는 등 화제를 만들어냈다.",1,국내도서-소설/시/희곡
180,9791191803426,144023259,매미 돌아오다,"15,120원",840원,사쿠라다 도모야 저/구수영 역,내친구의서재,"일본 추리작가 협회상(심사위원 만장일치), 본격 미스터리 대상 수상작
‘왓더닛’의 새로운 가능성을 제시하는 정교하고 따뜻한 미스터리!

‘본격 단편의 고수’ 사쿠라다 도모야가 왓더닛 미스터리의 정수를 보여주는 『매미 돌아오다』로 드디어 한국 독자들을 만난다. 전국을 방랑하며 곤충을 관찰하는 ‘에리사와 센’은, 누구도 사건이라 생각하지 않은 순간 속에서 미스터리를 발견하는 아마추어 탐정이다. 지진이 지나간 자리에서 마주친 유령의 정체를 탐구하고(매미 돌아오다), 교통사고와 상해 사건을 연결하는 의외의 단서를 찾아내며(염낭거미), 외국인 혐오 문제에서 인간 심리의 복잡성을 들여다보기도 한다(저 너머의 딱정벌레). 스쳐 지나간 말 한마디, 무심히 던진 시선, 아무도 주목하지 않은 흔적…. 곤충을 관찰하듯 세밀하게 사람을 바라보는 추리는 단순한 사건 해결이 아니라 무심코 지나친 진실을 발견하는 과정이다.",1,국내도서-소설/시/희곡
181,9788960177772,11865744,0시를 향하여,"10,800원",600원,애거서 크리스티 저/이선주 역,황금가지,"전 세계 미스터리의 역사를 재창조한 추리 소설의 여왕,
애거서 크리스티를 대표하는 작품만을 모은 에디터스 초이스

잘생기고 부유한 테니스 스타 네빌 스트레인지와 그를 둘러싼 너무나 대조적인 두 명의 여자, 조용하고 고상한 첫 번째 부인 오드리와 화려하고 매력적인 두 번째 부인 케이! 그리고 모든 사람들이 각자의 배역을 부여 받고 대저택에 도착한 순간, 모든 것은 단 하나의 목적을 향해 흐르기 시작한다. 바로 0시, 살인을 향하여! 애거서 크리스티가 꼽은 가장 좋아하는 자신의 작품 중 하나로, 독자들을 두 번 속이는 기발한 트릭이 등장한다. ",1,국내도서-소설/시/희곡
182,9791171251346,122094284,구원의 날,"14,220원",790원,정해연 저,시공사,"2021년 시공사에서 출간되어 많은 사랑을 받았던 정해연 작가의 『구원의 날』 개정판이 출간되었다. 『구원의 날』은 『유괴의 날』에서 출발해 신작 『선택의 날』로 끝을 맺는, 유괴를 소재로 한 ‘날 3부작’의 두 번째 작품이다.

정해연 작가는 추리소설 작가로 첫 시작을 알린 『더블』 출간 이후 쉬지 않고 작품을 발표하며 누구보다 활발히 활동하고 있다. 내면의 악의를 그리며 장르적 재미를 극대화한 작품부터 사회문제를 다루는 무게감 있는 스릴러와 유쾌한 매력이 있는 일상 미스터리까지 다양한 장르에서 성공을 거두었다. 특히 2019년 시공사에서 발간되었던 작가의 대표작 『유괴의 날』이 일본에서 큰 성공을 거두며 명실상부 한국을 대표하는 스릴러 작가로 발돋움했다. 『유괴의 날』은 현재 채널 ENA에서 동명의 드라마로 제작, 방영을 준비 중이다. 

『구원의 날』은 강에서 아주 작은 두개골이 발견되며 시작된다.",1,국내도서-소설/시/희곡
183,9791190749053,91220008,두 번째 거짓말,"12,600원",700원,정해연 저,요다,"『내가 죽였다』 『어위크』 『유괴의 날』 등으로 한국 스릴러의 대표 작가로 자리매김한 정해연의 여섯 번째 장편. 요다 픽션(Yoda Fiction) 시리즈의 두 번째 작품이기도 하다. 전작들에서 인간의 이중성을 소재로 파격적이고 섬찟한 스릴러를 선보였다면, 『두 번째 거짓말』은 살인 사건을 중심에 두고 ‘진실’을 숨기려는 이와 밝히려는 이의 치열한 심리전을 그렸다.

『두 번째 거짓말』은 도입부의 충격적인 사건과 파격적인 전개로 독자를 단번에 사로잡는다. 이야기는 인적 하나 없는 황폐한 재개발 지구에서 날카로운 비명 소리가 들려오며 시작한다. 사건 현장에는 교복을 입은 청소년의 시신이 놓여 있다. 유능한 강력계 형사 두 사람, 미령과 은호가 현장에 넘치는 범인 흔적을 확인하던 중, 예기치 않은 사건이 연이어 벌어진다. CCTV에 찍힌 유력 용의자가 미령의 딸을 살해하려던 것. 궁금증이 증폭된다.",1,국내도서-소설/시/희곡
184,9791190157544,109301927,루팡의 딸 4,"13,500원",750원,요코제키 다이 저/권하영 역,북플라자,"경찰의 딸이 도둑 집안의 유망주?

도둑의 딸 하나코와 경찰의 아들 카즈마 사이에서 태어난 안은 어느새 초등학교 2학년이 되었다. 딸이 도둑 집안의 정체를 눈치챌까 전전긍긍하는 하나코 부부와 달리, 타케루는 L의 일족을 이끌 유망주로 안을 눈여겨본다. 이대로면 안이 가문의 비밀을 금방 깨달을 것 같은데…. 한편 실연의 아픔을 겪고 수사 능력을 잃어버린 미쿠모는 수사1과에서 쫓겨난다.",1,국내도서-소설/시/희곡
185,9788982738326,1402181,살인자들의 섬,"18,000원","1,000원",데니스 루헤인 저/김승욱 역,황금가지,"1954년, 정신병으로 살인을 저지른 환자들만 격리 수용한 셔터 섬에서 환자 한 명이 도망치는 사건이 발생한다. 이 사건을 조사하기 위해 두 명의 연방 보안관이 파견되고, 그들은 도망친 환자가 남겨둔 의문의 암호와 흔적들을 단서로 환자의 행방을 뒤쫓는다. 그러던 중에 연방 보안관들은 셔터 섬의 관리 조직이 수용된 환자를 대상으로 경안와 전두엽 절제술(눈을 통해 송곳을 넣어 뇌의 일부를 절단하는 수술)을 불법적으로 시술한다는 정보를 입수하게 되고, 이 시술에 대한 구체적은 정보를 얻기 위해 병동의 환자들과 병동 관련자...",1,국내도서-소설/시/희곡
186,9791190157803,115253355,루팡의 딸 5,"14,850원",820원,요코제키 다이 저/권하영 역,북플라자,"다른 건 다 바꿔도, 네 몸에 흐르는 도둑의 피는 절대 바꿀 수 없어!
절정에 이른 루팡의 딸 시리즈!

도둑의 딸 하나코의 남편이자 현직 경찰인 카즈마는 낯선 호텔 방에서 눈을 뜬다. 넓은 스위트룸, 흩어진 옷가지, 욕조에 누운 벌거벗은 여자의 시신…. 바닥에는 카즈마의 권총이 굴러다닌다. 어젯밤에 대체 무슨 일이 있었던 거지? 도저히 기억나지 않는다. 그때 경찰차 사이렌 소리가 들려오고, 카즈마는 졸지에 살인 용의자가 된다. 재앙을 맞닥뜨린 하나코의 가족은 풍비박산하는데…. 역시 도둑의 피를 이은 하나코는 평범하게 살 수 없는 운명이었을까? 절정에 이른 루팡의 딸 시리즈, 감동의 결말.",1,국내도서-소설/시/희곡
187,9788960177802,11865719,비뚤어진 집,"10,800원",600원,애거서 크리스티 저/권도희 역,황금가지,"전 세계 미스터리의 역사를 재창조한 추리 소설의 여왕,
애거서 크리스티를 대표하는 작품만을 모은 에디터스 초이스

“‘그래서 그들은 모두 함께 비뚤어진 작은 집에서 살았네…….’ 우리 가족이 그래요.” 가족 모두를 보호하던 백만장자 할아버지가 독살된다, 그것도 가족 중 누군가의 손에! 10년 전에 재혼한 어린 아내가 범인이기를 가족들 모두가 바라지만, 끔찍한 진실이 밝혀질 수도 있다는 생각에 모두 몸서리친다. 엄청난 재산을 둘러싼 각자의 욕망이 교차하는 가운데, 가족들이 모두 보는 데서 쓰인 유언장이 사라지면서 사건은 점점 혼란스러워지는데……. 애거서 크리스티가 밝힌 자신이 가장 좋아하는 소설! ",1,국내도서-소설/시/희곡
188,9788954634274,16771704,제비뽑기,"13,500원",750원,셜리 잭슨 저/김시현 역,엘릭시르,"“이 작가는 미치광이 아니면 천재다”
20세기 영문학의 ‘마녀’ 셜리 잭슨의 대표 단편선

6월 27일 10시, 마을 사람들은 매년 이 시간이면 풍년을 기원하는 제비뽑기 행사를 치르기 위해 광장에 모여든다. 젖먹이 어린 아이부터 77세 노인까지 모두 제비를 뽑고 나면 무슨 일이 일어나는 것일까?
미국 문학 교과서에 빠짐없이 실리는 표제작 「제비뽑기」를 비롯해 일상의 광기와 공포를 다룬 25개 작품들이 실린 셜리 잭슨의 명단편집.

전 세계 미스터리 거장들의 주옥같은 명작을 담은 엘릭시르 ‘미스터리 책장’이 열일곱 번째 책을 선보인다. 앞서 출간된 『우리는 언제나 성에 살았다』, 『힐 하우스의 유령』에 이어 처음으로 정식 소개되는 셜리 잭슨의 단편집 『제비뽑기』는 잭슨을 20세기 영문학에서 빼놓을 수 없는 작가로 우뚝 서게 만든 대표작이자 미국 현대문학의 걸작으로 꼽힌다.",1,국내도서-소설/시/희곡
189,9791158888251,95872580,패키지,"15,120원",840원,정해연 저,황금가지,"관광버스 짐칸에서 발견된 아이의 토막 시체
서서히 드러나는 한 가족의 추악한 비극

『내가 죽였다』, 『유괴의 날』 등으로 한국 스릴러의 대표 작가로 자리매김한 정해연의 최신 장편소설 『패키지』가 황금가지에서 출간되었다. 전작들을 통해 “한국 사회를 예리하게 투영하는 섬뜩한 묘사가 압권”이라는 평을 들은 바 있는 정해연 작가의 이번 작품은 아이의 죽음 뒤에 드러나는 한 가족의 추하고 비극적인 가정사를 특유의 냉정한 시선으로 그리고 있다. 정해연 작가는 ‘부모라면 자식을 반드시 사랑하는가’라는 질문에서 출발해 데이트 강간과 가정 내 폭력 등 어둡고 무거운 주제를 끝까지 긴장감 있게 이어간다. 『패키지』는 정해연의 일곱 번째 장편 스릴러 소설이며, 사건의 진범이 잡힌 이후 마지막에서 밝혀지는 강렬한 반전은 작가가 그동안 받아 온 “놀라운 페이지터너(page turner)”라는 찬사에 걸맞은 흡인력을 선사한다.",2,국내도서-소설/시/희곡
190,9791190157407,105302087,루팡의 딸 3,"13,500원",750원,요코제키 다이 저/권하영 역,북플라자,"홈즈의 딸이 루팡의 아들을 만났다!

일명 홈즈의 딸인 미쿠모는 운명의 남자를 만나 사랑에 빠진다. 그 남자의 정체는 L의 일족이라 불리는 도둑 집안의 아들 와타루. 미쿠모의 파트너이자 와타루의 매부인 카즈마는 이 금단의 사랑을 말려보지만, 남자친구의 정체를 모르는 미쿠모는 포기할 생각이 없다. 그러나 와타루의 비밀이 서서히 윤곽을 드러내자 혼란에 빠지는 미쿠모. 한편, 그동안 베일에 덮여 있던 또 다른 L의 일족이 다시 모습을 드러내며 하나코와 카즈마를 위협하는데….",2,국내도서-소설/시/희곡
191,9788954678148,98353931,모든 비밀에는 이름이 있다,"14,400원",800원,서미애 저,엘릭시르,"프로파일러 권일용, 표창원 강력 추천! 
수많은 범죄자의 마음을 분석했지만, 가장 들여다보고 싶은 인물이 이 소설에 있다. - 권일용
서미애의 신간이 나왔다. 그 이름만으로 충분하다. - 표창원

연쇄살인범 이병도와의 사건이 벌어진 지 5년. 열여섯 살이 된 하영은 지속적으로 심리 상담을 받으며 그때의 트라우마를 극복하기 위해 애써왔지만 사춘기에 접어들며 여전히 혼란스러운 시간을 보낸다. 갑작스러운 이사까지 겹 예민해진 하영은 전학을 간 학교에서 벌어지는 폭력에 새로운 자극을 받기 시작한다. 자신의 그림자와 직면하게 된 하영은 과연 어떤 선택을 내리게 될 것인가?

『모든 비밀에는 이름이 있다』는 『잘 자요 엄마』의 후속작이다. 전작에서 열한 살 하영을 중심에 두고 ‘사이코패스는 태어나는가, 만들어지는가’라는 질문을 던진 것으로 이야기를 시작했다면 이번 작품에서는 ‘하영은 그 뒤로 어떻게 되었을까? 어떻게 성장했을까?’라는 질문에 답을 내놓는다.",1,국내도서-소설/시/희곡
192,9788954442145,87629335,살인자의 쇼핑몰,"12,420원",690원,강지영 저,자음과모음,"이동욱, 김혜준 주연! 
디즈니플러스 오리지널 시리즈 [킬러들의 쇼핑몰] 원작 소설!

한국 장르문학의 압도적인 퍼포먼스
강지영 작가의 오감 짜릿한 스릴러

수상한 쇼핑몰을 둘러싼 약탈 누아르

미스터리, 모험, 판타지, 스릴러, 로맨스 등 다양한 스펙트럼을 선보이며 시대의 이야기꾼으로서 놀라운 소설들을 써온 강지영 작가의 신작 장편소설 『살인자의 쇼핑몰』이 ‘새소설 시리즈’ 다섯 번째 책으로 출간되었다. 강지영 작가는 흡입력 있고 기발한 스토리가 돋보이는 『심여사는 킬러』 『프랑켄슈타인 가족』 『어두운 숲 속의 서커스』 『하품은 맛있다』 『개들이 식사할 시간』등의 작품을 통해 두터운 팬층을 확보하고 있다. 뿐만 아니라 해외 유수의 나라에 판권이 수출되었으며, 웹툰을 비롯해 영화와 드라마 기획자들이 가장 관심을 갖는 활력 있는 작가로 떠올랐다. ",1,국내도서-소설/시/희곡
193,9791130692739,112200633,미궁,"13,320원",740원,나카무라 후미노리 저/양윤옥 역,놀,"* 신초신인상·나오키상·아쿠타가와상·노마문예신인상
* 오에겐자부로상·분카무라되마고상·주니치문화상·데이비드구디스상
* 2년 연속 최고의 추리소설 선정([월스트리트저널])

일본 대표 문학상을 휩쓴 천재 작가의 인장 같은 소설 『미궁』
독자들의 요청으로 10년 만에 전격 재출간!

“근데 이 사건 말이야. 범인이 들어온 흔적이 전혀 없어. 어디에도…….”
들어온 사람도, 빠져나간 사람도 없는 ‘종이학 사건’의 전말

지나치게 아름다운 엄마와 그런 아내를 광적으로 감시하는 아빠, 사춘기의 성적 욕망을 여동생에게 푸는 아들과 오빠를 피해 다니는 딸. 묘하게 뒤틀린 가족이 집에서 죽었다. 벽장에서 수면제를 마시고 잠든 딸만 빼고. 집에 누군가 들어온 흔적도 없고, 유일하게 열려 있던 화장실 창문은 사람이 드나들 수 없을 정도로 틈새가 좁다. 충격적인 것은 312개의 종이학에 묻혀 있었던 엄마의 사체인데, 사건 현장 어디에서도 지문은 검출되지 않았다.",1,국내도서-소설/시/희곡
194,9788954654715,69284667,설계자들,"15,300원",850원,김언수 저,문학동네,"영국, 프랑스, 독일, 일본……
전 세계 20여 개국 독자를 사로잡은 독창적인 스릴러

김언수의 장편소설 『설계자들』 개정판이 미국 출간에 맞춰 국내에 동시 출간되었다. 『설계자들』은 영국, 프랑스, 독일, 일본 등 전 세계 20여 개국에 판권이 팔렸고 특히 미국에서는 치열한 접전 끝에 1억 원이 넘는 선인세로 계약되며 화제를 불러일으켰다. 영국의 가디언지는 미국의 더블데이 출판사에서 이례적인 선인세를 내고 계약을 따낸 것을 언급하며 “한국 작가들이 스릴러 장르를 재창조하고 있다”고 보도했다. 이미 출간된 국가에서의 반응 또한 뜨겁다. 국내 작가 최초로 프랑스 추리문학대상 후보에 올랐으며, 시카고리뷰오브북스 ‘올겨울 최고의 스릴러 15’, 영국 골즈보로 서점 ‘1월의 책’, 범죄소설 웹진 크라임리즈 ‘1월에 읽어야 할 책’, 리터러리허브 ‘이달에 읽어야 할 책’, 북스앤드바오 ‘2019년에 반드시 읽어야 할 책 10’ 등에 선정되었다.",1,국내도서-소설/시/희곡
