순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
133,9788932035673,79189384,서울 1964년 겨울,"15,300원",850원,김승옥 저,문학과지성사,"당신은 무진을 떠나고 있습니다
김승옥 중단편선 『서울 1964년 겨울』

‘감수성의 혁명’ ‘한글 세대 작가의 선두 주자’ ‘한국 현대문학 1백 년을 통틀어 가장 아름다운 단편 작가’ 등 세대가 변해도 계속되는 찬사의 주인공 김승옥의 중단편소설집 『서울 1964년 겨울』이 문지작가선의 두번째 순서로 출간되었다. 수록 작품은 그의 등단작인 「생명연습」(1962)과 대표작 「무진기행」(1964), 「서울 1964년 겨울」(1965) 등을 포함하여 총 여덟 편이다.",1,국내도서-소설/시/희곡
134,9788954692526,118677758,각각의 계절,"13,500원",750원,권여선 저,문학동네,"한끗이 만들어내는 차이,
한국문학의 대표 작가 권여선 신작 소설집

2021 김유정문학상 수상작 「기억의 왈츠」,
2020 김승옥문학상 우수상 수상작 「실버들 천만사」,
2019 김승옥문학상 우수상 수상작 「하늘 높이 아름답게」 수록

유려하고도 엄정한 문장의 아름다움을 일깨우며 한국문학이 신뢰하는 이름이 된 작가 권여선이 삼 년 만에 신작 소설집 『각각의 계절』을 펴낸다. 술과 인생이 결합할 때 터져나오는 애틋한 삶의 목소리를 담아낸 『안녕 주정뱅이』(창비, 2016), 에두르지 않는 정공법으로 현실을 촘촘하게 새긴 『아직 멀었다는 말』(문학동네, 2020) 이후 일곱번째 소설집으로, 책으로 묶이기 전부터 호평받은 일곱 편의 작품이 봄날의 종합 선물 세트처럼 한데 모였다.",1,국내도서-소설/시/희곡
135,9788965881957,13254267,꺼삐딴 리,"6,750원",370원,전광용 저,사피엔스21,"한국을 대표하는 명불허전 작가들의 명불허전 작품들을 엄선하여 모은 '사피엔스 한국문학 중.단편소설'. 작가의 대표작은 물론, 기존 선집에서 잘 다루어지지 않은 희귀작이나 작가의 독특한 작품 세계를 드러내는 문제작까지 두루 다루어, 다양한 문학 체험이 필요한 청소년부터 한국 문학의 정수를 만끽하고 싶은 성인에 이르기까지 모두가 부담 없이 읽을 수 있도록 구성하였다.

26권은 전후 현실을 배경으로 다양한 인물 군상의 면면을 객관적인 시선으로 담담하게 묘사하는 데 그치지 않고 보편적인 인간성의 탐구에까지 나아간 전광용의 대표작 모음이다. 일제 강점기에는 친일파, 해방 이후에는 친소파(북한 땅에서), 그리고 6.25 전쟁을 겪은 후에 남한에 정착해서는 친미파로 살아가는 한 인물을 통해 우리 역사의 비틀린 모습을 담담하게 조명한 '꺼삐딴 리' 외에 '사수', '흑산도'가 수록되어 있다.",1,국내도서-소설/시/희곡
136,9791165701789,116578550,손 흔드는 소설,"15,300원",850원,최은영 등저/임요한 등편,창비교육,"“다시 이별이 찾아오면 기꺼이 손을 흔들어 주자. 그동안 고마웠다고.”
안녕, 손 흔들며 이별하고 안녕, 손 흔들며 맞이하는 이야기들

이별을 테마로 한 단편 소설 7편을 엮은 『손 흔드는 소설』이 출간되었다. 소설집에는 최은영, 김중혁, 이유리, 정용준, 정영수, 손원평, 임선우 작가가 그려 낸 친구, 첫사랑, 반려동물, 가족 등과의 이별 이야기가 담겨 있다. 우리는 작은 물건부터 소중한 사람까지 무언가와 이별하며 살아가지만 그럼에도 이별은 낯설어서 매번 아프다. 그러나 자신을 괴롭히는 상처, 절망과 이별하는 과정은 화해하고 치유하며 새로운 시작을 준비하는 과정이기도 하다. 이 이야기를 읽어 가며 우리는 서로 연결되어 있다는 감각을 지닌 채 타인의 슬픔을 조금이나마 이해하며 자신의 슬픔을 보듬을 수 있을 것이다. 그리고 나에게 다가올지 모를 이별을 받아들일 용기를 가질 수 있을 것이다.",1,국내도서-소설/시/희곡
137,9791141601737,145729737,내가 이런 데서 일할 사람이 아닌데,"15,120원",840원,김동식 등저,문학동네,"당신은 지금 원하는 모습으로 일하고 있나요? 
일다운 일을 꿈꾸는 그 벅찬 소망 앞에서 
넘어지고 버티고 돌파하는 보통 사람들의 생존 노동기

떳떳하게 출근할 수 있는 내일을 위하여
온 힘으로 지켜내는 오늘의 마음

※ 2025년 5월 1일 근로자의 날 발행

동시대 한국사회에서 먹고살기 위해 일하는 보통 사람들의 삶에 대해, 발품을 팔아 사실적으로 쓴다는 규칙을 공유하며 결성된 ‘월급사실주의’ 동인의 단편소설 앤솔러지 『내가 이런 데서 일할 사람이 아닌데─월급사실주의 2025』가 출간되었다. 월급사실주의는 우리 시대의 노동 현장을 담은 소설이 더 많이 발표될 필요가 있다는 문제의식에서 비롯된 한국소설의 새로운 흐름이다. 소설가 장강명에 의해 촉발된 이 움직임은 2023년 『귀하의 노고에 감사드립니다』, 2024년 『인성에 비해 잘 풀린 사람』 출간으로 이어졌고, 『내가 이런 데서 일할 사람이 아닌데』는 이 동인이 내놓는 세번째 앤솔러지다.",1,국내도서-소설/시/희곡
138,9788998441043,15114777,슬픔도 힘이 된다,"10,800원",600원,양귀자 저,쓰다,"이 책은 작가 양귀자가 1987년부터 1993년에 쓴 중·단편 다섯 편을 모아 펴낸 소설집으로, 작가 개인으로서도 그리고 한국 단편문학의 위상에서도 거의 절정에 이른 수작들이 수록되어 있다. 아버지의 유해를 이장할 묘터를 찾아 하루 산행을 하는 단편 「산꽃」을 비롯하여, 총 5편의 수록작은 치열했던 시대를 살아낸 한 작가의 깊은 시선이 문장으로 어떻게 조율되는가를 감동적으로 보여준다.",1,국내도서-소설/시/희곡
139,9791189099145,70839256,"하나의 인간, 인류의 하나","11,700원",650원,김동식 저,요다,"매력적인 이야기꾼의 탄생! 2018년 『회색 인간』으로 돌풍을 일으켰던 김동식의 신작 소설집이 출간됐다. 카카오페이지에 연재되어 30만 독자를 사로잡았던 이야기들과 미공개작을 모았다. 앞뒤 설명 없이 사건으로 뛰어드는 스토리, 단숨에 읽히는 속도감, 기기묘묘한 반전까지. 김동식 소설의 재미를 극한으로 끌어올린 10편의 조금 긴 단편이 실렸다.",1,국내도서-소설/시/희곡
140,9788954675574,94874777,사랑이 한 일,"15,300원",850원,이승우 저,문학동네,"“사랑은 시험하는 것이 아니고 시험을 뛰어넘는 것도 아니고 
시험 속으로 뛰어드는 것이다. 참으로 무서운 것이다.”
작가인생 40년, 그 시간 속 궁극적 물음들
이승우 「창세기」 모티프 연작소설집

사십 년 가까운 작가인생을 갈망 너머의 구원에 대한 천착으로 채우며 독보적인 성취를 거두어온 소설가 이승우. 그는 ‘관념의 토르소’(김윤식), ‘한국에서 가장 유력한 노벨 문학상 후보’(르 클레지오), ‘조용하고 진지한 영혼에서 분출된, 감동적이면서 묵직한 소설’(르몽드), ‘갈리마르 폴리오 시리즈에 오른 최초의 한국소설’ 등 그와 그의 작품에 대한 수식과 상찬이 전혀 과한 것이 아님을 소설로 인생에 복무함으로써 증명해가고 있다. 한국소설로는 흔치 않은 종교적이고 관념적인 통찰로 ‘생의 이면’을 파고든 그가 신작 소설집에서 「창세기」를 전면에 내세우며 삶의 궁극적 물음들을 마주 세운다.",2,국내도서-소설/시/희곡
141,9788965880769,6328329,눈길,"7,200원",400원,이청준 저/김준우 편,사피엔스21,"한국을 대표하는 작가들의 중·단편 소설을 묶어 작가별로 권을 구성하였다. 작가의 중요 작품과 작품별 해설, 작가의 작품 세계와 연보까지 작가의 모든 것을 한 권에 담아냈다. 중학교에서부터 고등학교에 이르기까지 교과서에 자주 나오는 작가들에 대한 궁금증을 한 권에 집약하여, 청소년 시기에 꼭 읽어야 할 작품, 기존 선집에서 잘 다뤄지지 않은 희귀작이나 작가의 독특한 작품 세계를 드러내는 문제작까지 수록하였다. 『눈길』에는 이청준의 작품 3편이 수록되어 있다.",1,국내도서-소설/시/희곡
142,9788937441912,75185286,산 자들,"12,600원",700원,장강명 저,민음사,"장강명 신작 『산 자들』이 민음사에서 출간되었다. 『산 자들』은 2015년부터 2019년까지 여러 문예지에서 발표된 10편의 단편소설로 구성된 연작소설이다. 2010년대 한국 사회의 노동과 경제 문제를 드러내는 소설들은 각각 ‘자르기’ ‘싸우기’ ‘버티기’ 총 3부로 구분되어 리얼하면서도 재치 있게 한낮의 노동을 그린다. 노동 현장에서의 갈등과 그에 대처하는 사람들의 모습을 핍진하게 드러내며 한국의 비인간적인 경제 시스템이 만들어 내는 비극의 구조를 절묘하게 포착하는 이 작품은 『난쟁이가 쏘아올린 작은 공』, 『원미동 사람들』등 한 시대 서민들이 살아가는 풍경을 다룬 연작소설의 전통을 잇는다. 2010년대 서민들이 살아가는 풍경, 장강명 연작소설 『산 자들』에 있다.",1,국내도서-소설/시/희곡
143,9788960907003,104722726,행성어 서점,"13,050원",720원,김초엽 저/최인호 그림,마음산책,"“내가 당신을 한 번만 안아봐도 될까요?”
한국 SF문학의 새로운 지평을 연 김초엽 신작 짧은 소설집
열네 편의 낯설고도 감각적인 이야기

[마음산책 짧은 소설] 열두 번째 작품은 한국 SF문학의 새로운 지평을 연 소설가 김초엽의 『행성어 서점』이다. 그는 “산뜻한 이야기의 마을”에서 수집해온 열네 편의 이야기를 진진하게 펼쳐간다. 우리가 발 딛고 선 현실에서 출발하는 작품들은 장애와 혐오, 이종(異種)간의 갈등과 공존, 환경 파괴 같은 동시대적인 문제의식을 안은 채 우주적 세계로 향한다.",1,국내도서-소설/시/희곡
144,9788954640756,28070470,너무 한낮의 연애,"14,400원",800원,김금희 저,문학동네,"2015년 젊은작가상 수상작 「조중균의 세계」, 
2016년 젊은작가상 대상 수상작 「너무 한낮의 연애」 수록

‘아주 없음’이 아니라 ‘있지 않음’의 상태로 잠겨 있는 기억들
그로부터 흘러나온 미세한 파장이 건드리는 ‘보통의 시절’

「너무 한낮의 연애」로 2016년 제7회 젊은작가상 대상을 수상하며 한국문학 장을 뜨겁게 달구고 있는 소설가 김금희의 두번째 소설집 『너무 한낮의 연애』가 출간되었다. 첫 소설집 『센티멘털도 하루 이틀』(창비, 2014)로 제33회 신동엽문학상을 수상하며 작가로서의 가능성을 보여준 김금희는, 이제 명실상부 ‘지금 가장 주목받는 젊은 작가’가 되었다. 이번에 선보이는 소설집에는 2014년부터 2015년까지 발표된 9편의 작품이 수록된바, 이 점에서 문학에 대한 작가의 열정과 소설쓰기의 왕성함에 더불어, 한국문단이 김금희에게 걸고 있는 기대감도 한껏 느낄 수 있다. 『너무 한낮의 연애』는 그 기대를 향한, 김금희의 수줍지만 당당한 응답이다.",1,국내도서-소설/시/희곡
145,9791142709364,147561793,신청곡,"14,850원",820원,유폴히 저,데이즈엔터,"「지치지 마시고요. 힘들어하지도 마세요. 우리는 내일 밤 다시 만나요.」
지친 일상에 우연히 다가온 한 줄기 위안, 그건 바로 라디오였다.
창밖으로 비가 속살거리는 밤, 주파수를 타고 우연히 시작되는 사랑 이야기.",2,국내도서-소설/시/희곡
146,9788932020815,4063499,병신과 머저리,"11,700원",650원,이청준 저,문학과지성사,『서편제』 『눈길』 『당신들의 천국』 등 우리 시대의 한과 아픔을 사랑과 화해로 승화하려 한평생 고뇌한 이청준 작가의 전집. 지난 2008년 7월에 타계한 소설가 이청준 선생의 문학을 보전하고 재조명하고자 기획한 『이청준 전집』의 첫 책으로 그의 초기 초기 중단편소설들을 발표순으로 모은 것이다. 이청준 소설의 신호탄이 된 그의 등단작이자 『사상계』 신인상 당선작 「퇴원」을 필두로  표제작인 「병신과 머저리」를 포함한 12편의 중단편소설들이 실려있다.,1,국내도서-소설/시/희곡
147,9788954688994,114907339,나주에 대하여,"13,500원",750원,김화진 저,문학동네,"김화진 소설가의 첫 소설집이 문학동네에서 출간되었다. “한 사람을 세밀하게 묘사해내고 그에 따른 정서의 변화를 놓치지 않고 따라간 문장들은 정확하고 또 때론 날카로웠다”(구효서, 조경란, 이기호)는 심사평과 함께 2021년 문화일보 신춘문예에 당선되며 우리 앞에 등장한 김화진. “김화진 소설의 코어는 역시나 마음이며 사랑”(소유정 평론가)이라는 평처럼, 등단 이후 일관된 열의로 ‘타인의 마음’이라는 미지에의 탐색을 지속해온 그가 만 2년이 채 되지 않은 기간 동안 쉼없이 써온 여덟 편의 작품을 한데 엮었다.

『나주에 대하여』를 읽다보면 당선 소감에서 “좋아하는 것의 곁에 있는 일. 바라는 것은 오직 그것뿐”이라고 밝힌 그의 말을 새삼 다시 이해하게 된다.",1,국내도서-소설/시/희곡
148,9791171717286,141193511,돈 안 쓰면 죽는 병,"11,700원",650원,이두온 저,위즈덤하우스,"“대다수의 사람들이 돈을 지긋지긋해한다. 너무 좋아서, 그럼에도 없어서.”
한국문학의 새로운 흐름, 시대의 ‘쓸모’를 매섭게 파헤치는 2025년 이두온 월드의 서막.

‘나’는 살면서 한 번도 입어보지 않은 44 사이즈의 고급 원피스를 중고 거래하기 위해 한 남자를 기다린다. 그런데 그는 ‘나’를 보자마자 팔려던 원피스를 들고 튀어버리고, 망연자실한 ‘나’는 자신이 이런 쓸모없는 것들을 악착같이 사 모으는 이유가 ‘플람마’라는 병 때문임을 고백한다. 원인 불명, 백신 미개발. 최근 전 세계로 퍼진 소위 ‘돈 안 쓰면 죽는 병’인 플람마는 머리에서 자란 혹이 어느 순간 불꽃을 일으키며 펑, 하고 터져버리는 무시무시한 질환으로, 지금까지 밝혀진 치료를 위한 유일한 방법은 소비할 때 나오는 도파민뿐. 그러니까 ‘나’는 더욱 처절하게 무용한 것들에 돈을 쓰며 혹이 커지지 않도록 하는 중이었던 것이다.",1,국내도서-소설/시/희곡
149,9791168127173,119578177,"삼척, 불멸","11,700원",650원,김희선 저,위즈덤하우스,"“삼척에 가본 적 있어요?”
『빛과 영원의 시계방』 김희선 작가가 작고 좁은 암실 위에 빚어낸 세계의 비밀 

현실과 환상을 절묘하게 엮어내어 책장을 덮는 순간 또 다른 상상을 시작하게 만드는 탁월한 능력의 작가 김희선의 신작 『삼척, 불멸』이 위즈덤하우스 단편소설 시리즈 위픽으로 출간되었다. 아버지는 죽기 1년 전부터 ‘삼척’이 존재하지 않는다고 주장해왔다. 가족이 살던 사진관 지하, 아버지의 동굴에는 암실이 있다. 삼척의 부재를 증명하려, 차라리 삼척을 없애버리려 애쓰던 아버지가 죽고 ‘나’는 아버지의 오래된 캠코더 속에서 영상을 하나 발견한다. 영상 속 남자는 아버지의 주장처럼 삼척이 발명되었다고 말한다. 아버지가 집념으로 조작해낸 영상일까? ‘나’는 삼척에 가봐야 한다는 이상한 충동에 휩싸인다. 주머니 속에 아버지가 남긴 열쇠가 뾰족하게 만져진다.",1,국내도서-소설/시/희곡
150,9791190090193,91357912,깃털,"8,550원",470원,김혜진 저,허블,"코로나 시대의 여름방학을 맞이하여, 허블에서는 ‘작고 귀엽고 정말 재미있는’ 그래서 폭염과 답답함과 무료함으로부터 우리를 구출해줄 [SF 작은 책 시리즈] “SF가 우릴 지켜줄 거야”를 선보인다. 

동시 출간된 1권 『깃털』 2권 『독립의 오단계』 3권 『하얀 까마귀』는 모두 젊은 SF 여성 작가들의 새로운 시선에서 각각의 독특한 개성과 흥미로운 이야기를 다채롭게 담아내고 있다. 각각의 소설집은 한국과학문학상 수상작이자 8월 방영 예정인 MBC SF 앤솔러지 시리즈 [SF8]의 원작소설을 모두 수록하고 있어, 영화와 함께 보는 재미도 선사할 것으로 기대된다.",1,국내도서-소설/시/희곡
151,9788932017921,2643941,젊은 느티나무,"12,600원",700원,강신재 저,문학과지성사,"문학과 지성사의 한국문학전집 그 31번째 권, 강신재 소설선 『젊은 느티나무』. 1950,60년대를 대표하는 여성작가 강신재의 중단편 10편을 수록한 작품집이다. 강신재 특유의 서정적인 문체와 관조적인 시선, 지적인 분석력이 단편 읽기의 재미를 더한다. '비누 냄새' 나는 풋풋한 사랑 이야기에서 끈끈한 '점액질'의 어두운 욕망에 이르기까지 운명의 폭력성과 존재론적 한계를 줄기차게 탐구해온 강신재의 소설 여정을 한 눈에 볼 수 있다....",1,국내도서-소설/시/희곡
152,9788932043142,133204241,소설 보다 : 가을 2024,"4,950원",275원,"권희진,이미상,정기현 저",문학과지성사,"새로운 세대가 그려내는 가을의 소설적 풍경

독자에게 늘 기대 이상의 가치를 전하는 특별 기획, 『소설 보다: 가을 2024』가 출간되었다. 「소설 보다」는 문학과지성사가 분기마다 ‘이 계절의 소설’을 선정, 홈페이지에 그 결과를 공개하고 이를 계절마다 엮어 출간하는 단행본 프로젝트로 2018년에 시작되었다. 선정된 작품은 문지문학상 후보로 삼는다.

「소설 보다」 시리즈는 젊은 작가들의 소설은 물론 선정위원이 직접 참여한 작가와의 인터뷰를 수록하여 7년째 독자들의 큰 호응을 얻고 있다. 앞으로도 계절마다 간행되는 ‘소설 보다’는 주목받는 젊은 작가와 독자를 가장 신속하고 긴밀하게 연결하는 가교 역할을 충실히 해낼 것이다.

『소설 보다: 가을 2024』에는 2024년 가을 ‘이 계절의 소설’ 선정작인 권희진의 「걷기의 활용」, 이미상의 「옮겨붙은 소망」, 정기현의 「슬픈 마음 있는 사람」 총 세 편과 작가 인터뷰가 실렸다. 해당 작품은 제14회 문지문학상 후보가 된다.",1,국내도서-소설/시/희곡
153,9791165701222,108392753,여행하는 소설,"14,400원",800원,"장류진,윤고은,기준영,김금희,이장욱,김애란,천선란 공저",창비교육,"“지금 내가 발을 딛고 있는 이곳에도
언젠가는 밤이 찾아오고 또 오로라가 넘실대겠지.”
떠나지 못하고 머무는 우리의 지금을 위로하는 이야기

여행을 테마로 한 단편 소설 7편을 엮은 『여행하는 소설』이 출간되었다. 우리 시대 작가 장류진, 윤고은, 기준영, 김금희, 이장욱, 김애란, 천선란이 각자의 시선에서 여행을 매개로 인간을, 나아가 세계를 그려 낸 작품을 모았다. 지금 우리는 여행이란 말을 찾아보기 힘든 시대를 살아가고 있다. 다시는 여행을 가지 못하게 되는 것은 아닐까 불안해하기도 한다. 그런 우리에게 오늘에 맞는 새로운 여행 방식이 필요하다. 여권이나 항공권을 챙길 필요 없이 우리 시대 작가들과 함께 소설 여행을 떠나 보자. 이들의 여행을 따라가다 보면 세상은 여행자인 우리에게 무한히 열려 있고, 우리는 이 세상을 품을 수 있는 존재라는 사실을 다시금 깨닫게 될 것이다. 그렇게 이 책은 떠나지 못하고 머무는 우리의 지금을 위로한다.",1,국내도서-소설/시/희곡
154,9788954638746,125709308,2024 제15회 젊은작가상 수상작품집,"13,500원",750원,"김멜라,공현진,김기태,김남숙,김지연,성해나,전지영 저",문학동네,"“우리의 스토리가 마음에 드셨습니까?”
우리 삶의 진짜 모습을 발견하는 N가지 상상력

2010년 제정된 이래 해를 거듭하며 독자들의 뜨거운 사랑을 받고 있는 젊은작가상이 어느덧 15회를 맞았다. 저만의 문제의식과 치열한 언어로 문학의 지평을 넓혀온 데뷔 십 년 이하 작가들의 눈부신 발돋움을 조명하고자 마련된 젊은작가상은 지난해까지 모두 62명에 이르는 새로운 얼굴을 소개하며 한국문학에 생기를 더했다. 올해 젊은작가상에 이름을 올린 수상 작가는 김멜라 공현진 김기태 김남숙 김지연 성해나 전지영이다. 이 상의 수상자로는 처음 이름을 올린 공현진 김기태 김남숙 성해나 전지영 다섯 명의 등장이 반갑고, 작품세계를 경신하며 세번째로 젊은작가상을 수상하는 김지연의 성취가 뜻깊다. 무엇보다 2021년부터 한 해도 빠짐없이 젊은작가상을 수상하다가 올해 마침내 심사위원 만장일치로 대상의 영예를 안은 김멜라의 쾌거가 값지다.",1,국내도서-소설/시/희곡
155,9791193024959,144654302,"괴물, 용혜","10,800원",600원,김진영 저,안전가옥,"금기를 넘는 충격을 받아들이게 하는 이야기의 힘

부모가 여덟 살 딸아이의 유괴를 방조하려 하는 충격적인 장면으로 시작되는 『괴물, 용혜』는, 반듯해 보이는 경찰 용혜의 온몸을 뒤덮고 있는 붉은 반점과 그의 기이한 식성을 알리면서 이어질 내용에 대한 기대감을 높인다. 금기를 넘는 설정과 자극적인 전개가 부담스럽지 않게 전달되는 까닭이다. 예리한 심리 묘사가 입체적인 인물들을 선명하게 소개하고, 층층이 겹쳐진 미스터리 구조가 시종일관 짜릿한 긴장감을 만들어 낸다. 흥미로운 복잡성을 지닌 이 작품은 ‘괴물과 인간의 차이는 무엇일까?’라는 하나의 질문으로 귀결된다. 이야기의 방향성이 분명하기에 장면마다 힘이 실린다.",1,국내도서-소설/시/희곡
156,9791171717088,130499706,바리,"11,700원",650원,듀나 저,위즈덤하우스,"“저것들은 인간이 아닙니다.”
“아닙니다. 인간입니다. 인간을 만드는 기계에서 나왔으니까요.”
인간과 욕망에 관한 듀나식 질문들

2024년 데뷔 30주년을 맞이한 한국 SF의 거장 듀나의 신작 『바리』가 위즈덤하우스 단편소설 시리즈 위픽으로 출간되었다. 멸종을 두려워했던 인간들은 다른 항성계에 새로운 인간 문명을 건설하고자 ‘인간을 만들 수 있는 기계’와 ‘기계에서 태어난 인간을 성인이 될 때까지 양육할 로봇’을 우주선에 실어 쏘아 올렸다. 감속 장치에 이상이 생기면서 우주선 속 로봇 ‘바리’는 먼 항성계까지 떠밀려오고, 먼저 도착해 인간들을 위한 도시를 짓던 로봇 ‘하늘구름’과 동료들의 환영을 받으며 머나먼 새 행성에 첫발을 내디딘다. 그들은 바리와 함께 망가진 기계를 수리해 탱크에 배양액을 채우는데, 249일 후 기계에서 나온 것은 ‘네발 달린 트럼펫’이었다.",1,국내도서-소설/시/희곡
157,9788994353470,13441844,날개,"12,150원",670원,이상 저,애플북스,"한국 근현대문학사에서 중요한 위치에 있는 작가들의 작품을 만나보는 「한국문학을 권하다」 제10권 『날개』. 문학으로서의 읽는 즐거움을 살린 쉬운 해설과 편집, 단행본으로 출간된 적 없는 작품들도 수록한 총서 가운데 한 권이다. 자유분방한 형식과 역설의 재치, 독특한 난해함으로 한국문학을 새로운 경지로 이끈 이상의 작품 16편을 수록하였다. 저자의 첫 소설이자 자전소설로 인간 존재의 그 가치에 대한 질문을 담은 장편소설 ‘12월 12일’, 주인공의 일상을 의식의 흐름이라는 기법으로 묘사하며 작품 구성과 기교 측면에서 한 단계 올라섰다고 평가받는 ‘지도의 암실’, 저자의 소설 가운데 가장 대중적이면서도 여전히 문제작인 ‘날개’ 등의 작품을 통해 저자의 작품세계를 엿볼 수 있다.",1,국내도서-소설/시/희곡
158,9791193024782,129374575,"칵테일, 러브, 좀비 (10만 부 기념 특별판)","15,120원",840원,조예은 저,안전가옥,"안전가옥 쇼-트 시리즈의 두 번째 책이자, 조예은 작가의 단편집인 《칵테일, 러브, 좀비》가 20대 여성 독자층에게 꾸준한 사랑을 받아, 『칵테일, 러브, 좀비 10만 부 기념 특별판』으로 새롭게 선보인다. 

미묘하지만 분명한 폭력을 감내해 왔던 여성 빌런의 탄생을 그린 『초대』, 물귀신과 숲귀신 사이의 사랑스러운 이끌림을 담은 『습지의 사랑』, 블랙 유머를 통해 가부장제의 이면을 들여다보는 오컬트 좀비물 『칵테일, 러브, 좀비』, 제2회 황금가지 타임리프 공모전에서 우수상을 차지한 『오버랩 나이프, 나이프』 등 네 작품과 새로운 작가의 말이 수록되었다.
",1,국내도서-소설/시/희곡
159,9791168127364,123382107,매듭 정리,"11,700원",650원,이경희 저,위즈덤하우스,"“무한에 갇힌 너를 어떻게든 구하고 싶었어.” 
딸아이 앞에 놓인 무한한 가능성을 지켜주고 싶은 아빠의 편지 

『테세우스의 배』 『모래도시 속 인형들』로 두 차례 SF어워드 장편소설 부문 대상을 수상한 이경희 작가의 신작 위픽 『매듭 정리』가 출간되었다. 홀로 아이를 키우는 아빠가 딸 소연이에게 보내는 손 편지로 이뤄진 이 소설은 물리학 이론과 무한 개념을 바탕으로 한 SF소설이다. 아빠의 도움 없이도 무엇이든 척척 해내는 총명한 아이였던 소연은 순서를 정하고 지키는 일만큼은 유난히 어려워하고, 어느 날 발생한 우연한 사건으로 아빠는 딸아이가 자신과는 매우 다른 세계를 살아가고 있다는 걸 깨닫는다. 이 책은 서로를 완벽히 이해하는 것이 불가능한 상황에서 자신이 확정한 미래로 나아가려는 소연과 더 많은 선택지를 보여주고 싶은 아빠의 이야기를 통해 딸의 멋진 미래를 소망하는 아빠의 묵직한 마음을 담아냈다.",1,국내도서-소설/시/희곡
160,9791168127197,120182643,모델,"11,700원",650원,정해연 저,위즈덤하우스,"어마어마한 수임료를 내건 살인 용의자 유대평과 
누구보다 그의 무죄를 믿고 싶은 변호사 정우진,
승소 가능성 0퍼센트인 사건에 뛰어들다

왕성한 활동으로 미스터리소설 독자들의 지속적인 사랑을 받아온 작가 정해연이 위픽 신작 『모델』로 첫 트릭 살인 사건을 선보인다. 높은 수임료 때문에 살인 용의자 유대평의 변호를 맡게 된 정우진은 유대평과 면담을 진행하고 이야기를 나눌수록 그가 유죄라는 생각만 굳어질 뿐이다. 정우진은 진상을 파악하기 위해 사건 현장을 방문해 관계자들을 대상으로 조사를 시작한다. 모든 증거가 유대평을 범인으로 가리키는 가운데 정우진은 여러 가능성을 차례차례 짚어보며 사건의 빈틈을 찾아 나서는데…….",1,국내도서-소설/시/희곡
161,9791165702144,118676643,끌어안는 소설,"15,300원",850원,정지아 등저/문실 등편,창비교육,"“잘 있으래. 어디서든 잘 있어 달래.
그러면 자기가 무척 기쁠 거래.”
각자의 온도로 서로를 끌어안는, 오늘을 살아가는 가족 이야기

가족을 테마로 한 단편 소설 7편을 엮은 『끌어안는 소설』이 출간되었다. 우리 시대가 사랑하는 작가 정지아, 손보미, 황정은, 김유담, 윤성희, 김강, 김애란은 이 책을 통해 각자의 시선에서 다양한 가족의 삶을 그려 내며 인간을, 나아가 세계를 끌어안는다. 그리고 오늘날 가족이 지니는 가치와 의미를 돌아보고, 독자들에게 ‘당신에게 가족은 어떤 의미인가요?’ 하고 질문을 던진다.

오늘날 사회가 빠르게 변화함에 따라 가족의 모습 또한 다양해지고 있다. 그럼에도 여전히 이 세상의 모든 가족이 그러하듯, 이 책 속 가족들도 각자 그 가족만이 안고 있는 저마다의 다른 이유로 부대끼며 살아간다. 그 삶의 장면에는 희로애락애오욕 등 다채로운 감정이 녹아 있고, 우리는 그 장면을 엿보며 자연스럽게 다양한 층위의 삶과 인간의 본성을 새삼 깨닫게 된다.",1,국내도서-청소년
162,9791192836836,132891557,우주를 껴안는 기분,"12,600원",700원,최상희 저,돌베개,"최상희 유니버스에 오신 것을 환영합니다!
작고 외로운 존재들을 힘껏 위로하는 다정한 포옹

한국 청소년문학을 대표하는 감수성, 최상희 작가의 신작 『우주를 껴안는 기분』이 출간되었다. 미래의 외계 행성을 배경으로 펼쳐지는 이야기들이 청소년 독자가 ‘문학’이라는 렌즈를 통해 차별과 혐오를 성찰할 수 있도록 이끈다. 이번 소설집에서는 특히 기후 위기를 소설집 전반을 가로지르는 중심으로 가져와 시의성을 더한다. 기후 위기로 생존을 위해 고향을 떠나 새로운 행성으로 향하는 우주 난민들, 언어가 통하지 않는 낯선 행성에서 돌봄 노동자로 일하는 이주민 등의 주인공들은 현실 속 소수자를 떠올리게 한다. 차별과 혐오를 이길 수 있는 것은 또 다른 폭력이 아니라 ‘우정’과 ‘연대’라는 메시지가 밤하늘의 별처럼 아름답게 빛나는 소설들이다.

『우주를 껴안는 기분』은 SF?판타지적인 상상력을 바탕으로 최상희 특유의 서정적인 문장과 긴요한 주제 의식이 밀착되어 남다른 완성도를 선보인다.",1,국내도서-청소년
