순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
115,9788982735622,303478,빼앗긴 자들,"17,100원",950원,어슐러 K. 르 귄 저/이수현 역,황금가지,"마니아들 사이에서 노벨문학상을 탈 수 있는 유일한 SF작가로 평가 받는 어슐러 K. 르귄의 헤인시리즈 4편. 헤인(Hain) 시리즈는 모(母)행성에서 퍼져나가 여러 행성들에 살고 있는 인류 종족의 세계를 다룬 이야기로, 작가는 이 시리즈로 SF 문학의 양대 상인 네뷸러상(1969)과 휴고상(1970)을 동시에 휩쓸었다. 전혀 다른 체제로 유지되고 있는 쌍둥이 행성인 우라스와 아나레스의 소통과 단절에 관한 이야기.",1,국내도서-소설/시/희곡
116,9791159258466,125101758,히아킨토스,"12,600원",700원,박애진 저,고블,"박애진의 『히아킨토스』는 그동안 ‘작지만 강고한 이야기’를 표방해온 고블 씬북에서 소개해온 책 중 가장 두툼한 두께를 가진 경장편 소설이다. 이 소설은 전설적인 만화 『베르사유의 장미』를 우주 개척 시대의 이야기로 다시 그려낸 듯한 배경 속에서, 인공지능과 인간성에 대한 사유를 깊이 녹여냈다.

왕정 시절의 귀족 사회를 바탕으로 하는 행성, 귀족에게 범죄를 가한 혐의로 붙잡힌 로봇 ‘제로델’. 제로델은 수감되어 폐기 되어야 할 처지에 이른다. 하지만 수많은 사람들이 제로델의 편을 드는 등 강력한 반발에 부딪치고 마는데. 사건을 조사하던 신부 ‘카이유와’는 이 행성에서 벌어진 균열과 대립을 바라보며 오래전 참전했던 고향 행성의 전쟁을 떠올린다.",2,국내도서-소설/시/희곡
117,9788932919126,60896840,고양이 1,"13,320원",740원,베르나르 베르베르 저/전미연 역,열린책들,"인간이 상상하기 어려운 타자의 시각을 도입하여, 인간 중심주의를 해체하고 이 지구에서 인간이 차지해야 할 적절한 위치를 끊임없이 고민해 온 베르나르 베르베르가 『개미』에 이어 『고양이』에서는 좀 더 성숙하고 발전된 문제 의식을 보여준다. 파리에서 살고 있는 암고양이 바스테트의 시각에서 바라본 인간의 문명을 그린 장편 소설.",1,국내도서-소설/시/희곡
118,9788932009797,18838,비명을 찾아서 (상),"11,700원",650원,복거일 저,문학과지성사,"우리가 지금도 일본인의 지배하에 차별받는 '반도인'으로 예속되어,우리말과 역사가 송두리째 말살되고 민족적 뿌리가 없어진 상태 속에서 참담하게 살고 있다면....스위프트적인 기지와 오웰적인 분위기 속에 피어나는 풍자적 날카로움과 비판적 성찰.",1,국내도서-소설/시/희곡
119,9791155251546,109583145,평범한 아이들,"9,000원",500원,남유하 저/최도은 그림,낮은산,"낮은산 [천천히 읽는 짧은 소설] 시리즈 3권 『평범한 아이들』은 놀라운 상상력과 예리한 시선으로 새로운 세계를 만들어 온 남유하 작가의 단편소설이다. 바이러스 습격 이후, 아이들이 거의 사라진 세계를 다룬다. 폐쇄된 공간에서만 자라 온 소수의 아이들을 위해 만든 학교에는 높은 사회성을 갖도록 프로그래밍 된 안드로이드인 ‘평범한 아이들’이 가득하다. 평범한 아이들과 친구가 되는 것을 거부하는 가을이는 같은 반 아이 노이를 만나고, 타인과 서서히 친해지는 과정을 처음 경험하며 혼란에 빠진다.",1,국내도서-청소년
120,9788960177574,11163651,파운데이션과 제국,"14,400원",800원,아이작 아시모프 저/김옥수 역,황금가지,"미래학자이자 세계 3대 SF 작가로 꼽히는 아이작 아시모프의 대표작. 『로마제국 쇠망사』에서 영감을 얻어 50년간 집필한 작품으로 500년간 은하 제국들의 흥망성쇠를 다룬 대하 소설이다. 각기의 에피소드마다 놀라운 반전과 시선을 뗄 수 없게 만드는 스릴러적 재미, 그리고 추리적 요소가 가득하여 독자들이 책에서 눈을 뗄 수 없게 만든다.",1,국내도서-소설/시/희곡
121,9791191247190,108688589,숨 (리커버),"18,000원","1,000원",테드 창 저/김상훈 역,엘리,"4번의 휴고상, 4번의 네뷸러상, 4번의 로커스상
전 세계가 기다려온 테드 창의 귀환
낯선 테크놀로지가 넘쳐나는 새로운 세상을 앞둔 우리에게
독보적 상상력과 예언적 통찰로 무장한 소설가가 던지는 질문.
“그리하여 당신은 어떻게 살 것인가.”

단 두 권의 소설로 천재설이 제기되고 있는 작가, 그 누구와도 다른 독보적 SF 작가 테드 창의 『숨』 리커버 양장본이 출간되었다. 테드 창 소설 16만 부 판매 기념, 골드 에디션이다. 『숨』에는 로커스상, 휴고상, 영국과학소설협회상을 수상한 표제작인 「숨」을 비롯해 총 9편의 중·단편이 수록되어 있다. 전작 『당신 인생의 이야기』에서 보여준 ‘창의적 설정, 독창적 전개, 마음을 강타하는 서사’는 여전한 채, 인간 존재에 대한 냉철하지만 따뜻한 시선이 더욱더 첨예하게 드러나 있다. 

새로운 기술이 인간 사회에 도래했을 때, 그것이 지닌 가능성은 인간과 사회를 어떻게 변화시키는가.",1,국내도서-소설/시/희곡
122,9788960776654,17619290,레디 플레이어 원,"14,760원",820원,어니스트 클라인 저/전정순 역,에이콘출판사,"'스티븐 스필버그' 감독, 영화화 최종 결정!
전미 No.1 SF 액션 어드벤처 소설, 
뉴욕타임스 베스트셀러,
아마존 SF & 판타지 분야 '올해의 책' 선정 도서! 

디스토피아 미래 사회의 가상현실에서 펼쳐지는 짜릿한 두뇌게임 한판, 
세 개의 열쇠, 세 개의 관문, 억만장자의 이스터에그를 찾아라!

위기에 처한 세상, 막대한 상금이 걸린 퀘스트에서 승리할 자는 누구인가? 암울한 미래 2044년, 오아시스라는 가상현실 세계에서 살아가는 가난한 10대 소년이 억만장자인 오아시스의 개발자가 유산으로 남긴 상금을 차지하기 위해 가상세계와 현실세계를 오가고 과거와 현재를 넘나들며 손에 땀을 쥐는 두뇌게임을 펼친다. 게임의 퍼즐을 풀기 위한 열쇠는 1980년대를 배경으로 한 대중문화에서 찾아야 한다.",1,국내도서-소설/시/희곡
123,9788932921044,101758676,문명 2,"13,320원",740원,베르나르 베르베르 저/전미연 역,열린책들,"전염병과 테러, 전쟁으로 한계에 다다른 인류 문명
그 자리를 대신할 새로운 문명은 어디에- 

베스트셀러 작가 베르나르 베르베르의 신작 장편소설 『문명』(전2권)이 프랑스문학 전문 번역가 전미연의 번역으로 열린책들에서 출간되었다. 소설의 배경은 전염병으로 수십억 명이 사망하고, 테러와 전쟁으로 황폐해진 세계. 이 소설이 프랑스에서 처음 출간된 2019년에만 해도 흔히 사용되는 디스토피아적 배경에 불과했겠지만 코로나 시대를 살아가는 지금 우리에게는 더욱더 생생하게 느껴지는 설정이다.

『문명』은 인류 문명이 벼랑 끝에 다다른 세상을 무대로 『고양이』의 주인공이었던 고양이 바스테트가 모험을 펼치는 소설이다. 고양이들의 일차 목표는 기하급수적으로 불어난 쥐 떼의 공격을 물리치고 열악한 환경에서 살아남는 것이지만, 최종 목표는 인류 문명을 대신할 새로운 문명을 건설하는 것이다.",1,국내도서-소설/시/희곡
124,9788932921037,101758671,문명 1,"13,320원",740원,베르나르 베르베르 저/전미연 역,열린책들,"전염병과 테러, 전쟁으로 한계에 다다른 인류 문명
그 자리를 대신할 새로운 문명은 어디에- 

베스트셀러 작가 베르나르 베르베르의 신작 장편소설 『문명』(전2권)이 프랑스문학 전문 번역가 전미연의 번역으로 열린책들에서 출간되었다. 소설의 배경은 전염병으로 수십억 명이 사망하고, 테러와 전쟁으로 황폐해진 세계. 이 소설이 프랑스에서 처음 출간된 2019년에만 해도 흔히 사용되는 디스토피아적 배경에 불과했겠지만 코로나 시대를 살아가는 지금 우리에게는 더욱더 생생하게 느껴지는 설정이다.

『문명』은 인류 문명이 벼랑 끝에 다다른 세상을 무대로 『고양이』의 주인공이었던 고양이 바스테트가 모험을 펼치는 소설이다. 고양이들의 일차 목표는 기하급수적으로 불어난 쥐 떼의 공격을 물리치고 열악한 환경에서 살아남는 것이지만, 최종 목표는 인류 문명을 대신할 새로운 문명을 건설하는 것이다.",1,국내도서-소설/시/희곡
125,9788965740322,95522894,신세계에서 2,"17,820원",990원,기시 유스케 저/이선희 역,해냄,"일본 SF대상 수상작 & 서점대상 제6위

미래의 가상세계에 빗대어 현 인류의 모순을 
전면으로 드러낸 기시 유스케 최고의 화제작!

친필 인쇄 사인 및 한국어판 서문 수록, 첫 전자책 출시

영화 「검은 집」의 원작인 동명소설로 국내에 센세이션을 일으킨 기시 유스케. 『검은 집』과 함께 그의 대표작 중 하나로 일컬어지는 『신세계에서』가 새로운 모습으로 10여 년 만에 다시 한국 독자를 찾는다. 그동안 절판된 상태로 국내 독자들에게 많은 아쉬움을 안겼지만 이번에 새롭게 출시되는 개정판은 양장본이라는 새로운 장정과, 첫 전자책 출시로 더욱 폭넓게 국내 독자들을 찾아갈 예정이다. 또한 고흐의 대표작 중 하나인 「삼나무가 있는 밀밭(A Wheatfield, with Cypresses)」을 표지에 담았으며, 저자의 친필 인쇄 사인과 한국 독자를 위한 서문이 함께 수록되어 있어 소장 가치를 더한다.",1,국내도서-소설/시/희곡
126,9788965740315,95522891,신세계에서 1,"17,820원",990원,기시 유스케 저/이선희 역,해냄,"일본 SF대상 수상작 & 서점대상 제6위

미래의 가상세계에 빗대어 현 인류의 모순을 
전면으로 드러낸 기시 유스케 최고의 화제작!

친필 인쇄 사인 및 한국어판 서문 수록, 첫 전자책 출시

영화 「검은 집」의 원작인 동명소설로 국내에 센세이션을 일으킨 기시 유스케. 『검은 집』과 함께 그의 대표작 중 하나로 일컬어지는 『신세계에서』가 새로운 모습으로 10여 년 만에 다시 한국 독자를 찾는다. 그동안 절판된 상태로 국내 독자들에게 많은 아쉬움을 안겼지만 이번에 새롭게 출시되는 개정판은 양장본이라는 새로운 장정과, 첫 전자책 출시로 더욱 폭넓게 국내 독자들을 찾아갈 예정이다. 또한 고흐의 대표작 중 하나인 「삼나무가 있는 밀밭(A Wheatfield, with Cypresses)」을 표지에 담았으며, 저자의 친필 인쇄 사인과 한국 독자를 위한 서문이 함께 수록되어 있어 소장 가치를 더한다.",1,국내도서-소설/시/희곡
127,9791159258442,125101743,경아,"11,700원",650원,김준녕 저,고블,"묵직한 장편소설들로 수많은 인간 군상의 행태, 폭력의 역사, 생존과 힘겨운 투쟁을 다루어온 김준녕 작가가 이번에는 ‘사랑’이라는 주제로 돌아왔다.『경아』는 사랑할 수 있는 대상이 세상에 모두 전멸한 아이러니한 배경을 바탕으로 독자들이 ‘사랑’이라는 감정에 가까운 감동에 가 닿을 수 있도록 설계된 대단한 소설이다.

곧 멸망할 행성에서 깨어난 최신형 로봇 ‘경아’와 깡통 로봇 ‘김’. 두 로봇은 사랑이라는 개념을 찾기 위해 험난한 지대를 넘나드는 모험을 떠난다. 두 로봇이 발견해낸 워크맨 속 레트로 뮤직들이 들려주는 사랑 이야기와 멋진 선율은 모험의 필수품이다.",1,국내도서-소설/시/희곡
128,9791158887575,97247834,듄 신장판 4,"22,500원","1,250원",프랭크 허버트 저/김승욱 역,황금가지,"역사상 가장 많이 팔린 SF이자 독자들이 뽑은 역대 최고의 SF인 프랭크 허버트의 대작 『듄』이 신장판 전집으로 황금가지에서 출간되었다. 2001년 첫 번역본이 출간된 이후 20년 만에 재출간된 신장판은, 기존의 18권 반양장본을 원서와 동일한 6권으로 묶은 양장본으로서, 김승욱 역자가 6개월여의 원본 대조 작업을 통해 번역을 새롭게 손본데다, 전집 가격은 20년 전보다 오히려 10% 이상 낮게 책정되었다.

『듄』은 지금까지 2000만 부 이상의 판매고를 올리며 전 세계에서 가장 많이 판매된 SF로 알려져 있으며, 「컨택트」, 「블레이드 러너 2049」의 감독인 드니 빌뇌브에 의해 대작 할리우드 영화로 올 10월 공개될 예정으로, 예고편 공개만으로 원작 소설이 베스트셀러에 오르는 등 전 세계적으로 높은 주목을 받고 있는 기대작이다.",1,국내도서-소설/시/희곡
129,9788932922379,109553132,행성 2,"15,120원",840원,베르나르 베르베르 저/전미연 역,열린책들,"이 행성의 운명을 건 최후의 결전이 시작된다!
전 세계 2천3백만 부, 한국어판 누계 3천 쇄 돌파 작가
베르나르 베르베르 신작 장편소설

베스트셀러 작가 베르나르 베르베르의 신작 장편소설 『행성』이 프랑스 문학 전문 번역가 전미연의 번역으로 출간되었다. 코로나 바이러스가 전 세계에 맹위를 떨치던 2020년 프랑스에서 발표된 이 작품에는 그 영향이 짙게 깔려 있으며, 베르베르의 전작들에 비해 디스토피아 성격이 강하다. 같은 해 봄 발표한 초단편소설 「호모 콘피누스」에서 지하에 격리된 신인류를 묘사했던 베르베르는 『행성』에서는 땅에 발을 딛지 않고 고층 빌딩에 숨어 사는 신인류를 등장시킨다.",1,국내도서-소설/시/희곡
130,9791193078211,125200035,대여금고,"17,100원",950원,그렉 이건 저/김상훈 역,허블,"전작 『내가 행복한 이유』의 키워드가 ‘경이감’과 ‘작가들의 작가’였다면, 이번 『대여금고』는 ‘(하드 SF만의) 서정성’과 ‘(거장들에게 영감을 준) 원천’일 것이다. 언뜻 서로 어울리지 않은 두 단어인 ‘하드 SF’와 ‘서정성’의 조합이란 굉장히 인상적으로 보인다. 다만, 그만큼이나 서로의 장점을 상쇄하지는 않을까 의문이 들기도 하는데, 이러한 문제는 서정소설의 서정성과 『대여금고』의 서정성을 구분해서 볼 때 해결된다. 서정성을 획득하는 방식에서, 서정소설은 이미지가 주는 여운에 집중한다면, 『대여금고』는 과학적 상상력이 주는 여운에 집중한다. 이러한 특징은 표제작 「대여금고」에서 가장 뚜렷하게 드러나는데, 바로 이 여운을 확보하기 위해 그는 의도적으로 과학적 설명을 하지 않는다.",1,국내도서-소설/시/희곡
131,9788960174634,7945655,11/22/63 1,"18,000원","1,000원",스티븐 킹 저/이은선 역,황금가지,"전 세계 3억 독자가 열광한 이야기의 제왕 스티븐 킹,
현대 정치, 사회, 대중문화를 창의적 상상력으로 아우른 최신작.

신작 출간과 동시에 전 세계의 베스트셀러 리스트를 바꾸어 놓는 작가, 스티븐 킹의 최신 대작 『11/22/63』이 출간되었다. 현대 미국인들의 가슴에 깊은 상처로 남은 존 F. 케네디 대통령 서거의 미스터리를 추적하는 시간여행자 제이크 에핑을 주인공으로 하는 신작은 1958년과 현재를 오가며 스티븐 킹의 상상력과 필력을 펼쳐 보여준다. 2011년 LA 타임스 최고 미스터리 스릴러 도서상, 국제 스릴러 작가 최고의 소설상 등을 수상하며 작품성 또한 인정받은 『11/22/63』은 「양들의 침묵」조너선 드미 감독이 영화화 중이다. 

주인공 제이크 에핑은 시간여행자이지만 원하는 시간과 장소로 어디든 이동할 수 있는 것은 아니다. 이 작품에서 시간여행은 오로지 1958년의 지정된 한 곳으로만 이동할 수 있다. 존 F.",1,국내도서-소설/시/희곡
132,9791130661322,139806771,상견니,"16,200원",900원,싼펑프로덕션 저/김소희 역,오브제,"“사랑하고 헤어져도 만남이 헛되지 않게”

허광한, 가가연, 시백우 주연!
대만 인구 1/4, 전 세계 10억 명이 본 드라마
〈상견니〉의 서사를 아름다운 문장으로 담아낸 소설 출간

세계적인 신드롬을 일으키고 상친자들의 가슴에 깊은 후유증을 남긴 대만 드라마 〈상견니〉의 오리지널 시나리오를 각색한 소설이 출간되었다. 2020년에 출간된 초판의 아쉬움을 보완하기 위해 새로운 번역과 가독성을 높인 편집으로 소장 가치와 문학으로서의 완성도를 높였다.

세상을 떠난 남자 친구 왕취안성을 그리워하던 황위쉬안은 ‘세상에 존재하는 또 다른 나’를 찾아주는 애플리케이션을 이용해 왕취안성과 닮은 남자의 사진을 찾아낸다. 하지만 20년 전에 찍힌 그 사진 속에는 자신과 같은 얼굴을 한 여자가 있다.",1,국내도서-소설/시/희곡
133,9791166688706,146047587,저 이승의 선지자 (리커버 에디션),"15,120원",840원,김보영 저,아작,"“놀랍고, 겸손하며, 지극히 아름다운 이야기”
해외에서 더 극찬을 받은, 한국 SF의 거장 김보영의 숨은 걸작
우민정 작가의 그림 〈Burning Dance〉를 만나 선보이는 리커버 에디션

2017년 출간된 아작의 네 번째 국내 소설, 김보영 작가의 《저 이승의 선지자》가 한국화가 우민정 작가의 그림 〈Burning Dance〉를 만나 8년 만에 리커버 에디션으로 다시 선보입니다. 2021년 《저 이승의 선지자》가 포함된 영문판 《I’m wating for you and other stories》를 통해 전 세계에 소개되면서 한국에서보다 해외에서 더 많은 미디어와 독자들의 극찬을 받은 이 지극히 아름다운 이야기를 부디 기억해주시길 바랍니다.",1,국내도서-소설/시/희곡
134,9788960172494,5883612,좀비 서바이벌 가이드,"15,300원",850원,맥스 브룩스 저/장성주 역,황금가지,"좀비 전염병이 불러온 대재난시 생존 방법을 A-Z까지 완벽 공략한 책이다. 책에는 좀비에 대한 치밀한 분석은 물론이고, 재난시에 필요한 각종 도구, 피난 요령, 공격과 방어 방법 외에도 6만 년 전 중앙 아프리카에서부터 2002년 미국에 이르기까지 역사적인 기록과 사건들에서 발견되는 좀비 바이러스의 징후 등을 100여 점의 삽화와 함께 분석하여 21세기들어 전 세계 최대 핫이슈가 된 '좀비'의 모든 것을 한눈에 볼 수 있도록 하였다.",1,국내도서-소설/시/희곡
135,9791159255250,173938678,악당은 모두 토요일에 죽는다,"15,480원",860원,정지윤 저,고블,"“나 좀 도와줘. 우린 친구잖아.”
“그래. 넌 칼을 든 친구지. 난 협박당하는 친구고.”
 
『오렌지와 빵칼』 『일억 번째 여름』 청예 작가 추천
 
마약과 방화, 폭발과 협잡으로 점철된 S대의 토요일
정지윤의 피도 눈물도 없는 캠퍼스 스릴러
대학원 미스터리 연작소설집
『악당은 모두 토요일에 죽는다』

‘고블 씬북’ 시리즈 경장편소설 『세상 끝 아파트에서 유령을 만나는 법』 정지윤 작가의 첫 번째 소설집이 출간되었다. S대라는 가상의 학교 캠퍼스를 둘러싸고 벌어지는 방화, 폭발, 마약 등 각종 범죄와 사건 들을 다루는 이 작품은 근미래 SF와 미스터리/스릴러 장르의 독창적인 결합을 시도한다.

이 책에 수록된 단편들 중 일부는 2020년대 초 독립출판되어 장르소설 마니아들로부터 ‘가히 독립출판계의 전설이 될 만한 수작’이라는 평을 받았던 바 있다. 금번에 고블에서 선보이는 『악당은 모두 토요일에 죽는다』는 기존에 독립출판되었던 「거짓말쟁이 고양이 보고서」 「그을린 올가미」 「한국역사물리학의 기원과 발전」과 신작 소설 세 편을 함께 엮어 보다 확장된 세계관을 선보인다. 

대학원생들이 교수님의 고양이를 잃어버리는 ‘가벼운 해프닝(?)’이 악랄한 범죄로 번지고, 소설집 속 모든 이야기가 종합되어 마침내 누군가는 학내 사이비 종교의 내막을 찾아 나서기에 이른다. 독립적이고 서로 별개라 여겼던 사건들이 하나로 연결되고, 마침내 그 거대한 배후가 서서히 형체를 드러낼 때에 ‘폭발하는 서사적 쾌감’을 경험해보시기 바란다. ",2,국내도서-소설/시/희곡
136,9791138059084,146661453,트윈스타 사이클론 런어웨이 1,"9,000원",500원,오가와 잇스이 저/모치츠키 케이 그림/정백송 역,데이즈엔터,"인류가 우주로 영역을 넓힌 지 약 6000년. 변경의 거대 가스 행성에선 도시형 우주선에 거주하는 서크스들이 하늘을 헤엄치는 베쉬를 어획하며 살아가고 있었다. 남녀가 부부 관계를 맺고 고기잡이를 하도록 정해져 있는 사회에서, 항상 남자에게 차이 기만 하던 어부 테라는 수수께끼의 가출 소녀 다이오드와 만나 이례적인 여성 페어를 결성한다. 체격도 성격도 정반대지만, 형상을 자유로이 바꾸는 우주선인 필러 보트에 탑승한 두 사람은 아무도 예상하지 못한 어획량을 달성하게 되는데──.",1,국내도서-소설/시/희곡
137,9788932009803,18842,비명을 찾아서 (하),"11,700원",650원,복거일 저,문학과지성사,"우리가 지금도 일본인의 지배하에 차별받는 '반도인'으로 예속되어,우리말과 역사가 송두리째 말살되고 민족적 뿌리가 없어진 상태 속에서 참담하게 살고 있다면....스위프트적인 기지와 오웰적인 분위기 속에 피어나는 풍자적 날카로움과 비판적 성찰.",1,국내도서-소설/시/희곡
138,9791187206675,44503045,별의 계승자 2,"13,320원",740원,제임스 P. 호건 저/최세진 역,아작,"가니메데의 거인이 돌아왔다!
다시 미궁에 빠진 인류의 기원과 미래

2천5백만 년만에 가니메데의 거인이 돌아왔다
인류 최초의 지적 생명체 거인 종족과의 조우!
지구의 정복자 호모 사피엔스는 월인처럼 폭력으로 자멸할 것인가
게다가 다시 미궁에 빠진 인류 기원의 미스테리!

2천5백만 년 전 태양계에서 사라졌던 거인 종족 가니메데인이 돌아왔다. 인류 최초의 지적 생명체와의 만남, 외계 우주선에서 발사한 물체에 지구 우주선들은 충각함을 보내 맞서는데…. 지구의 정복자 호모 사피엔스와 이미 오래전 사라졌다가 다시 돌아온 거인 종족과의 첫 만남은 과연 파국으로 치달을 것인가. 새롭게 밝혀지는 미네르바 생태계 멸종의 숨겨진 진실, 그리고 다시 미궁에 빠진 인류 기원의 미스테리. 전편을 능가하는 거대한 스케일과 압도적 반전, 거인의 전설이 이어진다.",1,국내도서-소설/시/희곡
139,9791168342712,143796863,고양이와 나,"15,120원",840원,이종산 저,래빗홀,"“앞으로 남은 삶을 고양이로 사시겠습니까?”

어느 날 나의 연인이, 친구가, 가족이 고양이가 되었다
여전히 그를 사랑하는데, 이 마음은 무엇일까

2012년 제1회 문학동네 대학소설상으로 데뷔한 이래 장편소설은 물론 SF와 호러, YA소설을 넘나들며 전방위 영역에서 13년 차 소설가로서의 저력을 성실히 입증해온 이종산의 소설 《고양이와 나》가 출간되었다.

전 세계 인구의 5퍼센트가 고양이로 변한 세상을 배경으로 사랑하는 친구와 연인, 가족이 고양이가 된 사람들이 사려 깊은 이해와 존중, 느슨한 연결을 바탕으로 함께 살아가는 여섯 편의 연작소설을 선보인다.

한날한시, 난데없이 고양이로 살아갈 선택지를 맞닥뜨린 후 누군가는 여전히 사람으로 누군가는 고양이로 또 다른 생을 시작한다. 수록된 단편소설들은 예기치 못한 사건과 우연한 만남을 교차하며 어느덧 ‘고양이 연작’이라는 하나의 큰 울타리를 형성한다.",1,국내도서-소설/시/희곡
140,9791166686955,110162049,별의 계승자 3,"16,200원",900원,제임스 P. 호건 저/최세진 역,아작,"별의 계승자들이 태양계의 상속권을 두고 벌여온 아주 오래된 전쟁
냉전의 한복판에 시대를 거슬러 당도한 과학의 귀환!
마지막 책장을 덮을 때까지 절대로 방심하지 말 것
반전(反轉)에 반전(反戰)을 더한 본격 우주 평화 미스터리!

달에서 발견된 5만 년 전 월인의 수수께끼로 시작된 기나긴 여정이, 마침내 거인의 별에 이르렀다. 2천5백만 년 만에 태양계로 돌아와 지구인과 우정을 쌓고 기약 없이 새로운 고향 ‘거인의 별’을 향해 떠난 가니메데의 친절한 거인들. 뜻밖에 거인의 별에서 날아온 반가운 회신 이후, 지구는 UN 비밀 대표단을 꾸려 새로운 문명과의 접촉을 준비하는데, 사사건건 두 문명 간의 소통을 방해하는 ‘조직’의 존재가 밝혀지고, 두 종족은 힘을 합쳐 어둠의 세력과 맞서는데…. 냉전의 후유증이 채 가시지 않은 지구 문명의 기원과, 인류의 미래를 두고 펼쳐지는 숨가쁜 미스터리. 호모 사피엔스는 언제쯤 진정한 별의 계승자가 될 수 있을 것인가.",1,국내도서-소설/시/희곡
141,9788931024814,144408031,모로 박사의 섬,"8,100원",450원,허버트 조지 웰스 저/한동훈 역,문예출판사,"탁월한 문명 비평가이자 
근대 과학 소설의 아버지
허버트 조지 웰스의 대표작!

과학만능주의에 빠진 인간의 어리석음과 잔악성을 
놀라운 상상력, 깊이 있는 문제의식으로 들춰내
‘신 놀음’과 다윈주의 논쟁에 불을 지핀 문제작!

남태평양에서 조난당한 에드워드 프렌딕은 우여곡절 끝에 지나가던 배에 구조돼 한 섬에 도착한다. 그곳에서 기이하고 흉측한 ‘동물 인간’을 발견한 프렌딕은 그 동물 인간들이 오래전 학계에서 추방당한 모로 박사가 벌인 잔인한 생체실험을 통해 탄생한 피조물이라는 것을 알게 된다. 그는 동물 인간들의 죽음과 퇴화를 목격하고 가까스로 공포의 섬에서 탈출해 문명 세계로 돌아오지만 인간 내면의 동물성을 민감하게 감각하며 깊은 고뇌와 고독에 빠져든다. 

웰스의 초기작으로 1896년 출간된 《모로 박사의 섬》은 과학 소설의 고전으로 지금까지 수많은 소설과 영화의 영감을 준 작품이다.",1,국내도서-소설/시/희곡
142,9791156759195,104662678,어둠의 속도,"15,300원",850원,엘리자베스 문 저/정소연 역,푸른숲,"대표 SF작가 김초엽의 강력한 추천!
2004년 네뷸러상, 2007년 로버트 A. 하인라인상 수상
SF문학계 거장 엘리자베스 문의 귀환

임신 중 진단한 자폐를 모두 치료할 수 있게 된 근미래, 루 애런데일은 치료의 혜택을 받지 못한 채 태어난 마지막 남은 자폐인 세대다. 루는 전원 자폐인으로 구성된 한 거대기업의 특수분과 ‘A 부서’에서 근무 중이다. 루와 A 부서 직원들은 사회 능력이 결여되어 정상인들과 같은 소통은 불가하지만, 패턴을 발견해내는 천재적인 수학 능력을 통해 회사에 크나큰 이익을 안기고 있다. 덕분에 그들은 심신 안정에 필요한 전용 주차장, 전용 체육관, 전용 음악시설 등 특별 복지혜택을 제공받고 있다. 하지만 이 안정적 기반은 새로운 상사 진 크렌쇼가 부임하며 크게 흔들린다. 크렌쇼는 자폐인들만을 위한 혜택 일체를 부정하고, 급기야 그들을 사내 연구소에서 새로 개발 중인 ‘정상화 수술’의 모르모트로 사용하려 든다.",1,국내도서-소설/시/희곡
143,9791170610120,119878058,소심한 사람들만 남았다,"12,600원",700원,김이환 저,북다,"하루아침에 전 세계가 잠들어버린 세상
그 속에서도 이해를 통해 위기를 극복하는 사람들

『절망의 구』, 『초인은 지금』 등 꾸준히 특색 있는 SF소설을 써온 김이환 작가가 7년 만에 장편소설 『소심한 사람들만 남았다』를 발표했다. 수면 바이러스로 인해 전 세계 대부분이 잠든 세상을 배경으로 하는 이 작품은 우리에게 절로 특정 시기와 경험을 떠올리게 만든다. 바이러스 관련 규제로 3년간 집에서만 생활하다 그동안 생존을 책임지던 배급이 동나자 고민 끝에 집을 나서는 주인공들에게는 ‘소심함’이라는 한 가지 공통점이 있다. 이제 소심한 사람들이 힘을 합쳐 위기를 극복해야만 하는데…. 세계를 구하는 영웅의 모습과는 사뭇 다른 이들이 일상을 되찾을 수 있을까.",2,국내도서-소설/시/희곡
144,9788936439699,142951499,언젠가 모든 것은 바다로 떨어진다,"18,000원","1,000원",세라 핀스커 저/정서현 역,창비,"● 2020 필립K.딕상 수상작 ●

세계 3대 SF문학상 석권!
드디어 한국에서 만나는 압도적 이름

경쾌한 상상력, 정교한 서사, 우아한 문장
삶의 본질을 파고드는 경이롭고 매혹적인 이야기들

‘1년 동안 미국에서 출간된 가장 뛰어난 SF 출판물’에 수여되는 필립K.딕상을 2020년에 수상한 『언젠가 모든 것은 바다로 떨어진다』(정서현 옮김)가 드디어 국내에 출간되었다. 이번에 창비를 통해 처음 소개되는 저자 세라 핀스커는 세계 3대 SF문학상으로 불리는 휴고상, 네뷸러상, 로커스상을 석권한 뒤 폭발적 인기를 얻으며 스타작가로 급부상했다. 이 가운데 휴고상은 두 차례, 네뷸러상은 무려 네 차례나 수상하며 마르지 않는 상상력과 작품성을 증명해왔다. “읽을수록 즐겁고 놀라울 뿐만 아니라, 내면적인 동시에 애절하다”(『퍼블리셔스 위클리』), “사려 깊고 매우 감동적이다”(『로커스 매거진』), “아름답고 씁쓸한 이야기.",1,국내도서-소설/시/희곡
