순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
65,9791193185414,124595468,봄그늘 5,"13,050원",720원,김차차 저,파란 (파란미디어),"너는 내 실수고 오욕의 역사였으며 내 모든 유년의 기억이었다.

“……박우경 니 진짜 미친갱이가.”
“아 개등신 같은 가시나.”

한때의 주말. 칸막이 책상 아래에서 우리가 잡았던 손. 문제집 안에 끼워져 있던 그 애의 쪽지. 깨끗한 교복 셔츠의 섬유 린스 냄새. 내 캔커피를 한 입씩 뺏어 마시며 장난스레 웃던 얼굴. 아, 그 웃는 얼굴. 죄다 지겹다는 듯 잔뜩 찌푸렸다가도 날 보면 일시에 소년처럼 말개지는 얼굴이 좋았다. 콧등을 설핏 찡그리고, 시원하게 휜 입매로 웃던 그 남자애. 나중에 서울에 가면 항상 저와 함께 있자던, 그 치기 어린 목소리. 그 애가 청라에서 보낼 지루한 유배는 아무리 길어도 1년이다. 해를 지나 내년 봄이 올 때까지, 시간을 아무리 더 갉아 내도 우리의 끝은 변하지 않는다. 그러니까 지금은 우리가 다시 헤어질 봄의 그늘 같은 것이다. 그 봄이 제 등 뒤편에나 남긴 그림자였다.",1,국내도서-소설/시/희곡
66,9788959527748,71033985,그것은 벚꽃 같은 사랑이었다,"14,220원",790원,히로세 미이 저/주승현 역,제우미디어,"“이 봄이 지나도 너를 계속 만나고 싶어.”

10살 무렵부터, 벚꽃이 피는 봄이 되면
주변에서 이상한 일들이 일어났다.
그때부터 타카야는 봄을 싫어하게 되었다.

“저는 벚꽃 알레르기가 있거든요.”

스무 살이 되던 해의 봄.
이모부의 가게를 돕기 위해 도착한 교토에는
벚꽃이 흐드러지게 피어있었다.

그 숨이 막힐 듯한 연홍빛 풍경 속에서,
타카야의 마음을 흔드는 그녀가 나타났다.",2,국내도서-소설/시/희곡
67,9791185851297,125594416,리마인더스 오브 힘,"15,300원",850원,콜린 후버 저/박지민 역,미래지향,"2022년까지 누적 2천만 권 판매,
2023년 ‘타임지 선정 100인’ 중 한 명으로 선정된 
국제적 베스트셀러 작가 콜린 후버의 신작 로맨스 소설
굿리즈, 아마존 2022년 최고의 로맨스!

남자친구 스코티를 죽음으로 몰고 간 혐의로 감옥에서 5년을 보낸 케나 로완은 감옥에서 출산 직후 빼앗긴 딸 디엠과의 재회를 위해 모든 일이 잘못되었던 마을로 돌아온다. 하지만 딸의 삶에 관여된 사람들은 케나가 자신을 증명하기 위해 아무리 노력하더라도 그녀를 받아들이지 않기로 결심한다. 그녀에게 마음의 문을 완전히 닫지 않은 마을의 술집 주인 렛저 워드는 자신에게 소중한 사람들의 신뢰를 잃을 위험에 처하면서도 그녀와의 관계를 지속하고자 한다. 사랑이 커질수록 위험도 커져가고, 구원의 기회를 갈망하는 고난에 빠진 젊은 엄마는 과거의 실수를 용서받을 방법을 찾아야만 한다.",1,국내도서-소설/시/희곡
68,9791126452217,92357436,악역의 엔딩은 죽음뿐 1,"11,700원",650원,권겨을 저,디앤씨미디어(D&C미디어),"〈SYSTEM〉 선택지를 [ON] 하시겠습니까? 
[예. / 아니오.]

역하렘 공략 게임의 악역, 
에카르트 공작가의 하나뿐인 공녀이자 입양아 페넬로페로 빙의했다.

그런데 하필 난이도는 극악!
뭘 해도 엔딩은 죽음뿐이다.

‘진짜 공녀’가 나타나기 전에 어떻게든 
여주의 어장 중 한 명을 공략해서 이어져야 한다!

사사건건 시비를 거는 오빠 1, 2,
모든 루트가 죽음으로 이어지는 미친 황태자,
여주바라기 마법사와 충직한 노예 기사까지!

‘일단 가망성 없는 놈들은 바로 버리자.’

“그동안 제 주제를 잘 몰랐어요. 
앞으로는 쭉, 신경 쓰실 일 없이, 
쥐죽은 듯 살겠습니다.",2,국내도서-소설/시/희곡
69,9791126469888,124340453,이번 생은 가주가 되겠습니다 5,"13,500원",750원,김로아 저 ,디앤씨미디어(D&C미디어),"제국에서 제일가는 부자 가문의 사생아로 환생한 피렌티아.
이대로 탄탄대로일 줄 알았건만.
아버지는 돌아가시고, 친척들에게 문전박대에, 잘나가던 가문마저 쫄딱 망해 버리기까지…….

그런데 이거 진짜인가? 
술을 좀(많이) 마셨다가 마차에 치였는데,
다시 눈을 뜨니 일곱 살로 돌아왔다?

거기다 이전 생에 가문의 원수였던 찬바람 쌩쌩 불던 2황자가
대형견처럼 나를 쫄래쫄래 쫓아다닌다!

“나보단 티아 네가 더 예뻐.”
“……놀려 지금?”
“아니. 진심인데.”

좋아, 2황자도 가문도 다 내 거다!
이번 생은 내가 가주 하든가 해야지.",1,국내도서-소설/시/희곡
70,9791130661322,139806771,상견니,"16,200원",900원,싼펑프로덕션 저/김소희 역,오브제,"“사랑하고 헤어져도 만남이 헛되지 않게”

허광한, 가가연, 시백우 주연!
대만 인구 1/4, 전 세계 10억 명이 본 드라마
〈상견니〉의 서사를 아름다운 문장으로 담아낸 소설 출간

세계적인 신드롬을 일으키고 상친자들의 가슴에 깊은 후유증을 남긴 대만 드라마 〈상견니〉의 오리지널 시나리오를 각색한 소설이 출간되었다. 2020년에 출간된 초판의 아쉬움을 보완하기 위해 새로운 번역과 가독성을 높인 편집으로 소장 가치와 문학으로서의 완성도를 높였다.

세상을 떠난 남자 친구 왕취안성을 그리워하던 황위쉬안은 ‘세상에 존재하는 또 다른 나’를 찾아주는 애플리케이션을 이용해 왕취안성과 닮은 남자의 사진을 찾아낸다. 하지만 20년 전에 찍힌 그 사진 속에는 자신과 같은 얼굴을 한 여자가 있다.",1,국내도서-소설/시/희곡
71,9791126469857,124340440,이번 생은 가주가 되겠습니다 2,"13,500원",750원,김로아 저 ,디앤씨미디어(D&C미디어),"제국에서 제일가는 부자 가문의 사생아로 환생한 피렌티아.
이대로 탄탄대로일 줄 알았건만.
아버지는 돌아가시고, 친척들에게 문전박대에, 잘나가던 가문마저 쫄딱 망해 버리기까지…….

그런데 이거 진짜인가? 
술을 좀(많이) 마셨다가 마차에 치였는데,
다시 눈을 뜨니 일곱 살로 돌아왔다?

거기다 이전 생에 가문의 원수였던 찬바람 쌩쌩 불던 2황자가
대형견처럼 나를 쫄래쫄래 쫓아다닌다!

“나보단 티아 네가 더 예뻐.”
“……놀려 지금?”
“아니. 진심인데.”

좋아, 2황자도 가문도 다 내 거다!
이번 생은 내가 가주 하든가 해야지.",1,국내도서-소설/시/희곡
72,9791193185186,125500260,고백의 이유,"14,400원",800원,서은수 저,파란 (파란미디어),"[가을동화], [겨울연가] ‘오수연’ 작가 드라마화 결정!

서은수 작가의 『고백의 이유』는 고백조차 하지 못한 채 헤어진 두 남녀가 8년 만에 재회해 여전히 서로에게 이끌리는 감정을 확인하는 이야기이다.
안타까운 오해에서 비롯된, 사회적으로 용인될 수 없는 관계. 그럼에도 불구하고 그들은 기꺼이 운명의 굴레에 얽히고자 한다. 

“탓하고, 원망하고, 비난하지만
정말로 묻고 싶은 것은 사실 단 하나. 날 좋아했나요?”

아련하고 쓸쓸한 분위기와 섬세한 문체가 특징인 작품 『고백의 이유』. 
짙은 초록빛의 정원, 뜨겁고 강렬한 햇빛, 싱그러운 공기 속 아지랑이처럼 피어오른 첫사랑……. 소설 초반부터 쏟아지는 강렬한 이미지와 생생한 감정을 통해, 독자들은 이들이 처음 만난 푸른 청춘, 초여름의 그날로 빠져들 수 있을 것이다.

이번 완전개정판에는 기존 초판에는 없었던 미수록 외전이 추가되었다.",1,국내도서-소설/시/희곡
73,9791155642016,89940576,이 세계에서 너와 두 번째 첫사랑을,"11,520원",640원,모치즈키 쿠라게 저/김영주 역,북스토리,"가쿠요무 웹소설 특별상 수상작!
만약 첫사랑을 다시 시작할 수 있다면?

‘지금 알고 있는 걸 그때 알았더라면’ 하고 후회하는 일이 누구나 하나둘쯤은 있을 것이다. 특히 많은 사람들에게 첫사랑이 그렇다. 서투르고 어설펐기에 잘 풀리지 않았던 첫사랑 이야기는 많은 로맨스 소설의 소재로 자리 잡았다. 순수하게 서로에게 반하지만 순수하기 때문에 잘 이뤄지지 않는 첫사랑 이야기는 여전히 많은 사람들의 가슴을 두근거리게 만든다. 일본 최고의 출판사 중 하나인 가도카와서점에서 뽑은 가쿠요무 웹소설 로맨스부문 특별상을 수상한 『이 세계에서 너와 두 번째 첫사랑을』은 ‘실망스럽게 끝난 첫사랑을 다시 시작할 수 있다면?’ 하는 소박한 의문으로 시작한 로맨스 소설이다. 과거를 바꿀 수 있는 일기장을 소재로, 이상하게 끝나버린 첫사랑을 다시 시작한다는 이 소설은 사랑에 고민하는 청소년뿐만 아니라 한 번쯤 사랑에 아파했던 우리들 모든 가슴을 위로해준다.",1,국내도서-소설/시/희곡
74,9791126469864,124340444,이번 생은 가주가 되겠습니다 3,"13,500원",750원,김로아 저 ,디앤씨미디어(D&C미디어),"제국에서 제일가는 부자 가문의 사생아로 환생한 피렌티아.
이대로 탄탄대로일 줄 알았건만.
아버지는 돌아가시고, 친척들에게 문전박대에, 잘나가던 가문마저 쫄딱 망해 버리기까지…….

그런데 이거 진짜인가? 
술을 좀(많이) 마셨다가 마차에 치였는데,
다시 눈을 뜨니 일곱 살로 돌아왔다?

거기다 이전 생에 가문의 원수였던 찬바람 쌩쌩 불던 2황자가
대형견처럼 나를 쫄래쫄래 쫓아다닌다!

“나보단 티아 네가 더 예뻐.”
“……놀려 지금?”
“아니. 진심인데.”

좋아, 2황자도 가문도 다 내 거다!
이번 생은 내가 가주 하든가 해야지.",1,국내도서-소설/시/희곡
75,9791126469871,124340449,이번 생은 가주가 되겠습니다 4,"13,500원",750원,김로아 저 ,디앤씨미디어(D&C미디어),"제국에서 제일가는 부자 가문의 사생아로 환생한 피렌티아.
이대로 탄탄대로일 줄 알았건만.
아버지는 돌아가시고, 친척들에게 문전박대에, 잘나가던 가문마저 쫄딱 망해 버리기까지…….

그런데 이거 진짜인가? 
술을 좀(많이) 마셨다가 마차에 치였는데,
다시 눈을 뜨니 일곱 살로 돌아왔다?

거기다 이전 생에 가문의 원수였던 찬바람 쌩쌩 불던 2황자가
대형견처럼 나를 쫄래쫄래 쫓아다닌다!

“나보단 티아 네가 더 예뻐.”
“……놀려 지금?”
“아니. 진심인데.”

좋아, 2황자도 가문도 다 내 거다!
이번 생은 내가 가주 하든가 해야지.",1,국내도서-소설/시/희곡
76,9791136832283,123701544,점괘보는 공녀님 1~5 세트,"63,000원","3,500원",사이딘 저,마롱,"귀신 보는 능력을 가진 탑배우 이시아. 사고 후 ‘카밀라 소르펠’의 몸에서 눈을 뜬다.
문제는 말이지.
“아, 아버지! 살려주세요!”
이 여자의 끝이 매번 죽음이라는 것!
목숨줄 늘리는 게 우선이니, 일단 여기 터줏대감 귀신들과 대화부터 좀 해 볼까?

“곧 이혼하시겠네.”
“…뭐라?”
흥얼거리듯 내뱉은 한마디에 분위기가 싸해지고.
“지금 뭐라고 지껄……!”
“부하의 아내라.”
이어진 말에 상대의 얼굴에 당혹감이 그대로 드러났다.
“그것도 가장 아끼는 부하의 아내군요.”
“무, 무슨……!”
혹시 말이야.
“내 소문 들은 적 없어?”
카밀라가 빙그레 웃으며 한 걸음 더 다가갔다.
“소르펠 가문의 공녀가 점괘 좀 본다는 말.",1,국내도서-소설/시/희곡
77,9791192603360,122576288,그 여름의 끝에 네가 죽으면 완벽했기 때문에,"13,500원",750원,샤센도 유키 저/전성은 역,토마토출판사,"발병하면 장기의 일부가 조금씩 금과 같은 성질로 변해가는 다발성 금화 근섬유이형증, 일명 ‘금괴병’. 모든 장기가 금으로 변하면, 환자의 몸은 3억 엔의 가치에 달하는 거대한 금괴가 된다. 금괴병에 걸린 그녀가 말한다. 자신의 몸을 나에게 주겠다고. 사람들은 말한다. 그녀만 죽으면 모든 게 완벽하다고. 그럼 나도 비로소, 구원받을 수 있을 거라고. 모두가 그녀의 죽음을 바라는 곳에서 그 죽음을 바라지 않는 한 소년의 이야기. 죽어야만 완벽해지는 그녀와 자신의 마음을 증명하고 싶은 소년이 보낸 그 여름의 끝.",2,국내도서-소설/시/희곡
78,9791126452255,92357545,악역의 엔딩은 죽음뿐 5 외전,"11,700원",650원,권겨을 저,디앤씨미디어(D&C미디어),"〈SYSTEM〉 게임이 종료됩니다.

엔딩을 맞이해 게임이 종료되자 시스템 창이 사라졌다.
이제 진짜 ‘페넬로페’가 된 그녀는 칼리스토의 곁에 머물기로 한다.

“내 눈에 흙이 들어가도 당신이랑 결혼 안 해!”

하지만 칼리스토의 일방적인 청혼은 결국 페넬로페를 분노하게 만들고.
그러는 사이, 다시 진실의 거울 속으로 들어간 페넬로페는 뜻밖의 인물을 마주한다.

“너 혹시…… 이본 에카르트?”

거울 안에 갇혀 있던 뷘터도 구출해 돌아오지만,
그녀를 기다리는 건 싸늘한 칼리스토뿐.
두 사람의 관계는 점점 극으로 치닫고 마는데…….

“늘 두려워. 널 여기 주저앉힌 나를, 네가 원망할까 봐.”
“여기 남은 건 제 선택이지, 전하가 주저앉힌 게 아니에요.",2,국내도서-소설/시/희곡
79,9791126452224,92357449,악역의 엔딩은 죽음뿐 2,"11,700원",650원,권겨을 저,디앤씨미디어(D&C미디어),"〈SYSTEM〉 ~메인 퀘스트 : 사냥제의 퀸이 되어 보자!~
[첫 번째. 위험으로부터 주변인들 구하기] 퀘스트를 진행하시겠습니까? 
[수락 / 거절]

황궁에서 주최된 사냥 대회에 참여한 페넬로페.
여의치 않은 상황에서 그녀는 반 강제로 퀘스트를 수락하여 마물을 처치한다.

“오늘 도와주셔서 진심으로 감사드립니다.” -호감도 30%
“네, 네까짓 게 하는 감사 인사 같은 거 필요 없거든!” -호감도 27%
“괜히 오만방자하게 굴기라도 했다간 
전보다 더 좋지 않은 구설로 이어질 겁니다.” -호감도 20%
“내 선물인 건가?” -호감도 9%

점점 격차를 보이기 시작하는 호감도,
페넬로페를 경멸하는 주변인들과의 아슬아슬한 줄타기.
설상가상으로 숲속에서 마주친 황태자와 함께 암살자에게 쫓기기까지 하는데.

〈SYSTEM〉 ~메인 퀘스트 : 사냥제의 퀸이 되어 보자!~
[두 번째.",2,국내도서-소설/시/희곡
80,9791170612377,143895949,하트 세이버,"5,850원",320원,이유리 저,북다,"북다의 단편소설 시리즈
로맨스 서사의 무한한 확장, ‘달달북다’

‘달달북다’ 시리즈는 지금 한국문학에서 활발하게 활동하고 있는 작가 12인의 신작 로맨스 단편소설과 작업 일기를 키워드별(로맨스×칙릿, 로맨스×퀴어, 로맨스×하이틴, 로맨스×비일상)로 나누어 매달 1권씩, 총 12권의 특별한 사랑 이야기를 선보인다.

‘사랑’의 모양은 늘 위태로울 만큼 다양하며, 그것과 관계 맺는 우리의 자리 역시 매 순간 다르게 아름답다. 여기에 동의하는 이에게 새로운 로맨스 서사의 등장은 여전한 기쁨일 것이다. ‘달달북다’는 로맨스의 무한한 변신과 확장을 위해 마련된 무대다.",1,국내도서-소설/시/희곡
81,9788959528264,80475203,나는 너에게 10년 치의 『    』을 전하고 싶어,"14,220원",790원,아마노 아타루 저/구자용 역,제우미디어,"그녀의 비밀이 풀렸을 때, 눈물이 흐른다!
2017 비즈로그문고x 카쿠요무 연애소설 콘테스트 수상작!

나와 함께했고, 사랑했던 3년의 시간을 불의의 사고로 모두 잃어버린 나의 연인, 미츠루.
동거까지 약속한 사이였지만 이제 미츠루는 나의 존재를 모르게 되었다.
그녀는 가족에게 연애를 비밀로 했기에 그녀에게 나는 완전한 타인.
하지만 나는 3년의 되감겨버린 시간을 딛고 그녀의 버팀목이 되어주기로 결심하는데…….",2,국내도서-소설/시/희곡
82,9791130651651,126540900,사랑하는 나의 억압자 1~4 세트,"60,120원","3,340원",서사희 저,블라썸,"대한출판문화협회 서울국제도서전 선정,
2024 한국에서 가장 재미있는 책
『사랑하는 나의 억압자』 단행본 출간

“처음부터, 내게 일부러 접근했군요?”
“……그렇습니다.”
“원수의 딸을 사랑하는 척하느라 힘들었겠다.”

왕가의 핏줄이자 군부 대장의 외동딸 아네트. 2년간의 열애 끝에 아버지의 충실한 수하 하이너와 결혼했다. 마냥 근사하고 다정한 남편과 영원할 줄 알았던 행복. 모든 것이 완벽했다. 모든 것이 완벽해 보였다. 남편의 배신으로 가문이 몰락하기 전까지는.

“이혼해요. 하이너.”
“불허합니다.”
“내게 아직도 쓸모가 남았나요? 내 부모님은 죽었고 왕정은 몰락했고
난 가진 게 아무것도 없어요. 당신 복수는 끝났다고.”
“부인. 어디로 가서 행복하시려고?”
“……내가 행복할 수 있는 곳은 아무 데도 없어요.” 

하이너가 입꼬리를 늘여 웃었다.

“어차피 그런 거라면 내 곁에서 평생 불행해.”

아네트는 문득 깨달았다.",1,국내도서-소설/시/희곡
83,9788963719368,103600671,"정말로, 정혜동 1~2 세트","23,400원","1,300원",한혜석 저 ,파란 (파란미디어),"1권

달빛 아래 꽃향기 속 미소는 반칙이다. 그가 신경을 건드리려 던지는 화법보다 훨씬 더 공격적이었다. “늘 그런 얼굴로 다니길래 좋아하는 줄 알았지.” 언제부터였나? 장헌영의 시비가 시작된 건. 무심하고 찬 데다 더없이 못되기까지 했던. 그럼에도 가끔은 다정했던……. “그러니까 오해하게 만든 제 잘못이라는 말씀인가요.” 지금은 그저 이 사람의 순수한 미소가 마음에 드니까. 그걸로 충분한 답을 얻은 것 같으니까. “생각이 변했거든, 변하거든 거부해.” 혜동이 대답할 새도 없이 답싹 입술이 물렸다. 감각적이고 세련된 필체로 사랑의 심리를 유려하게 표현한 『정말로, 정혜동』 장헌영의 고백이 담긴 특별 외전 수록!

2권

식물의 생육을 좌우하는 것은 충분한 양의 영양소가 아니라,
가장 부족한 양의 영양소다
-리비히의 최소율

정혜동은 이 말도 안 되는 간극이 장헌영을 미치게 한다는 것을 알고 있는 걸까? “어쩌지? 나는 늘 정혜동이 부족한데…….",1,국내도서-소설/시/희곡
84,9791138501262,103341277,당신의 이해를 돕기 위하여 1,"11,700원",650원,이보라 저,연담,"왕실은 막대한 빚을 갚기 위해 왕녀인 바이올렛을
자수성가한 사생아, 윈터에게 시집 보낸다.

‘태어나서 이렇게 멋있는 남자는 처음 봐…….’

바이올렛은 정략결혼 상대인 윈터에게 첫눈에 반하지만,
두 사람의 결혼 생활은 처음부터 어긋난다.

그로부터 3년 뒤.
가족에게도, 남편인 윈터에게도 외면받은 바이올렛은
결국 스스로 목숨을 버리고자 한다.

하지만 눈을 뜬 순간, 생각하지도 못한 일이 일어나는데…….

“이제 진짜로 미쳐 버렸나 봐.”

바이올렛이 멍한 얼굴로 전신 거울에 제 모습을 비춰 보았다.
거울 속 사내는 분명 남편인 윈터 블루밍이었다.",1,국내도서-소설/시/희곡
85,9791101792741,96024361,폐후의 귀환 세트,"67,500원","3,750원",천산다객 저,만월,"“세상일은 간단한 이치다. 
은혜가 있으면 갚고, 원한이 있으면 복수한다.”

소설 『폐후의 귀환』은 황후 심묘가 죽음을 상징하는 흰 비단을 하사받는 장면으로부터 시작한다. 심묘는 정왕 부수의가 황위에 오르기까지 그의 곁에서 전심전력으로 내조했으나, 부수의 뿐만 아니라 주변의 모든 사람들이 자신과 가족들을 배반했다는 사실을 죽음 직전에 깨닫는다. 다음 생이 있다면 이 억울한 한을 그들의 피로 씻으리라 다짐하며 눈도 감지 못한 심묘. 하늘이 그 깊은 원한을 딱하게 여긴 것인지, 죽음의 순간 심묘는 14살로 회귀하여 제2의 삶을 살게 된다.

“네 원한을 내게 줘. 내가 너 대신 복수해줄게.”

지난 생에 주위에 휘둘리기만 했던 심묘는 이번 생에선 주체적으로 움직이며 자신의 인생을 새로이 바꾸어 간다.",1,국내도서-소설/시/희곡
86,9791138501293,103341286,당신의 이해를 돕기 위하여 4,"11,700원",650원,이보라 저,연담,"캐서린은 윈터를 가문의 후계자로 인정하는 것도 모자라
디에브를 위해 바이올렛에게 사과해야 하는 상황이 되자 윈터를 찾아간다.

“난 이 정도면 충분히 사랑받고 있는 줄 알았어요.
아내가 아니었다면 계속, 그게 내가 아는 사랑의 역치였겠죠.”

혼자서만 열렬한 시선으로 부모를 바라보던 짝사랑은 끝이 나고,
윈터에게 소중한 것은 이제 공주님, 바이올렛 하나뿐이다.
아내밖에 남지 않아서가 아니라, 아내가 소중해서 그렇게 되었다.

한편 두 사람은 아이를 갖는 게 가능할지도 모른단 이야길 듣고
좀 더 정확한 내용을 알아보고자 함께 알리카로 향하는데.

“당신 닮아야 하는데, 나 닮으면 어떡하지?”
“내가 사랑에 빠지겠죠.”

서로를 사랑하는 마음을 갖고도 엇갈리던 윈터와 바이올렛.
이제 서로의 유일한 이해자가 된 두 사람의 마지막 이야기.",1,국내도서-소설/시/희곡
87,9791126452248,92357500,악역의 엔딩은 죽음뿐 4,"11,700원",650원,권겨을 저,디앤씨미디어(D&C미디어),"생사의 기로에서 간신히 눈을 뜨자, 남주들의 호감도 수치가 사라졌다.
그에 페넬로페는 더 이상 남주들의 호감을 사기 위한 노력을 그만두기로 한다.

“……제 방에서 나가 주시겠어요? 피곤하거든요.”

이본의 등장으로 더욱 설 곳을 잃은 그녀. 
그에 더해 이번 일이 페넬로페의 자작극이 아니냐는 소문이 떠돈다. 
서서히 그녀를 압박해 오는 어둠의 그림자.

“네가 매번 난리를 쳐 준 덕분에 공작저를 손에 넣기가 참 쉬웠어.”
“저를 파양시켜 주세요.” 

결국 모든 걸 포기하고 저택에서 도망치기로 결정한 페넬로페.
그런 그녀의 앞에 펼쳐진 진실과 히든 루트.",2,국내도서-소설/시/희곡
88,9791138501279,103341281,당신의 이해를 돕기 위하여 2,"11,700원",650원,이보라 저,연담,"“그동안 몸을 바꾸는 법을 궁금해했잖아요. 알려 줄게요.”

바이올렛이 어떻게 자신과 몸을 뒤바꿔 왔는지
그 방법을 알게 된 윈터는 충격에 빠진다.

결국 바이올렛은 윈터를 떠나 바다 건너 작은 마을 키론에 자리 잡는다.
그녀가 다시 자신에게로 돌아오리라 믿고 있던 윈터는
끝내 그 희망이 좌절되자 스스로 목숨을 던진다.

“또, 또 몸이 바뀌신 겁니까?”

그러나 다시 한번 바이올렛과 몸이 뒤바뀌며
윈터는 그녀가 물질보다 사람에게서 행복을 찾았단 걸 깨닫는다.
그는 마지막으로 바이올렛을 붙잡고자 한 가지 제안을 건네는데…….

“석 달이야. 그 뒤엔 그까짓 이혼 서류, 얼마든지 서명해 주지.",1,국내도서-소설/시/희곡
89,9791138501286,103341283,당신의 이해를 돕기 위하여 3,"11,700원",650원,이보라 저,연담,"시간은 빠르게 흘러 두 사람이 약속한 석 달도 끝이 난다.
윈터는 목숨을 잃을지도 모르는 유인 비행선 실험에 자원하고,
악천후로 위태롭던 비행선은 결국 공중에서 폭발한다.

그러나 바이올렛의 눈앞에서 죽을 순 없다는
일념 하나로 폭발하는 비행선에서 탈출한 윈터.

그에게 이번엔 바이올렛이 먼저 결심하고 말을 건넨다.

“이혼을 취소했으면 해요, 윈터.”
“……당신은 마음이 너무 약해.”

지난 세 달간의 숙려 기간은 그녀에게 그저,
다시 윈터 블루밍을 사랑하게 되는 시간이었다.

한편 두 사람은 야니스를 통해 헤스턴 가문이 어째서
바이올렛의 재혼을 밀어붙이려 했는지 그 이유를 알게 되는데…….",1,국내도서-소설/시/희곡
90,9791170612131,140276081,어느 순간을 가리키자면,"5,850원",320원,예소연 저,북다,"북다의 단편소설 시리즈
로맨스 서사의 무한한 확장, ‘달달북다’

『사랑과 결함』 예소연
신작 로맨스 단편소설과 작업 일기

‘달달북다’ 시리즈는 지금 한국문학에서 활발하게 활동하고 있는 작가 12인의 신작 로맨스 단편소설과 작업 일기를 키워드별(로맨스×칙릿, 로맨스×퀴어, 로맨스×하이틴, 로맨스×비일상)로 나누어 매달 1권씩, 총 12권의 특별한 사랑 이야기를 선보인다.

‘사랑’의 모양은 늘 위태로울 만큼 다양하며, 그것과 관계 맺는 우리의 자리 역시 매 순간 다르게 아름답다. 여기에 동의하는 이에게 새로운 로맨스 서사의 등장은 여전한 기쁨일 것이다. ‘달달북다’는 로맨스의 무한한 변신과 확장을 위해 마련된 무대다.",1,국내도서-소설/시/희곡
91,9791126469840,124340410,이번 생은 가주가 되겠습니다 1,"13,500원",750원,김로아 저 ,디앤씨미디어(D&C미디어),"제국에서 제일가는 부자 가문의 사생아로 환생한 피렌티아.
이대로 탄탄대로일 줄 알았건만.
아버지는 돌아가시고, 친척들에게 문전박대에, 잘나가던 가문마저 쫄딱 망해 버리기까지…….

그런데 이거 진짜인가? 
술을 좀(많이) 마셨다가 마차에 치였는데,
다시 눈을 뜨니 일곱 살로 돌아왔다?

거기다 이전 생에 가문의 원수였던 찬바람 쌩쌩 불던 2황자가
대형견처럼 나를 쫄래쫄래 쫓아다닌다!

“나보단 티아 네가 더 예뻐.”
“……놀려 지금?”
“아니. 진심인데.”

좋아, 2황자도 가문도 다 내 거다!
이번 생은 내가 가주 하든가 해야지.",1,국내도서-소설/시/희곡
92,9791126452231,92357474,악역의 엔딩은 죽음뿐 3,"11,700원",650원,권겨을 저,디앤씨미디어(D&C미디어),"하드 모드 종료 시점인 성인식이 한 달 후로 부쩍 다가오자
페넬로페는 게임 속에서 탈출하기 위해 박차를 가한다.
그러던 와중 뷘터와 엮여 레일라 일당의 소굴로 가게 되는데…….

“내가, 레일라 신국과 관련되었는지 시험해 보려 했던 거군.”
“저는 확인을 해야 했습니다.”
“그런 쓸데없는 짓을 왜 하지?”

그곳에서 알게 된 진짜 여주에 대한 뜻밖의 비밀, 
격변하는 남주들과의 관계.

“진짜 괜찮아지실 수 있도록 노력할게요.”
“……제가 그렇게 만들어 드릴게요, 주인님.”
[호감도 98%]

그리고 드디어 고지에 임박한 몰빵 남주의 호감도.
그러나 성인식을 5일 앞둔 어느 날 아침.

“저…… 이본이에요.”

여주가 나타난다.",2,국내도서-소설/시/희곡
93,9788963710037,3451476,규장각 각신들의 나날 2,"9,900원",550원,정은궐 저,파란 (파란미디어),"‘공부가 가장 쉬웠던’ 성균관은 아무것도 아니었다.
피똥 싸는 건 예사고, 없던 다한증까지 생긴다는 
돌아온 ‘잘금 4인방’의 더욱 파란만장해진 규장각 나날!

왕의 지나친 총애 덕분에 사이좋게 규장각으로 발령 난 잘금 4인방. 동생 윤식과 바꿔치기를 하려면 외관직 발령만이 살길이었던 윤희는 앞이 깜깜하다. 윤희 윤식 남매의 사기행각은 이제 그들만의 문제를 벗어나, 발각되는 날엔 윤희의 가문은 물론 선준의 인생, 위세 높은 좌의정 대감 댁이 쑥대밭이 될 상황이다.",2,국내도서-소설/시/희곡
94,9788963710020,3451475,규장각 각신들의 나날 1,"9,900원",550원,정은궐 저,파란 (파란미디어),"‘공부가 가장 쉬웠던’ 성균관은 아무것도 아니었다.
피똥 싸는 건 예사고, 없던 다한증까지 생긴다는 
돌아온 ‘잘금 4인방’의 더욱 파란만장해진 규장각 나날!

왕의 지나친 총애 덕분에 사이좋게 규장각으로 발령 난 잘금 4인방. 동생 윤식과 바꿔치기를 하려면 외관직 발령만이 살길이었던 윤희는 앞이 깜깜하다. 윤희 윤식 남매의 사기행각은 이제 그들만의 문제를 벗어나, 발각되는 날엔 윤희의 가문은 물론 선준의 인생, 위세 높은 좌의정 대감 댁이 쑥대밭이 될 상황이다.",1,국내도서-소설/시/희곡
